var0,var1,var2,var3,var4,var5,var6,var7,y,fold,train_test
M,0.56,0.415,0.145,0.852,0.43,0.1885,0.205, negative,3,tra
M,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265, negative,3,tra
M,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295, negative,3,tra
F,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25, negative,3,tra
M,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415, negative,3,tra
M,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475, negative,3,tra
M,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405, negative,3,tra
F,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281, negative,3,tra
M,0.625,0.48,0.185,1.2065,0.5870000000000001,0.29,0.28600000000000003, negative,3,tra
M,0.665,0.525,0.16,1.3630000000000002,0.629,0.27899999999999997,0.34, negative,3,tra
I,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525, negative,3,tra
I,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065, negative,3,tra
I,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07, negative,3,tra
I,0.385,0.28,0.085,0.2175,0.09699999999999999,0.038,0.067, negative,3,tra
I,0.43,0.34,0.0,0.428,0.2065,0.086,0.115, negative,3,tra
I,0.43,0.315,0.095,0.37799999999999995,0.175,0.08,0.1045, negative,3,tra
F,0.455,0.365,0.115,0.4305,0.184,0.10800000000000001,0.1245, negative,3,tra
I,0.455,0.33,0.1,0.37200000000000005,0.358,0.0775,0.11, negative,3,tra
F,0.46,0.365,0.125,0.4785,0.20600000000000002,0.1045,0.141, negative,3,tra
I,0.47,0.365,0.1,0.41100000000000003,0.175,0.0855,0.135, negative,3,tra
I,0.47,0.355,0.12,0.39299999999999996,0.16699999999999998,0.0885,0.115, negative,3,tra
I,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14, negative,3,tra
I,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505, negative,3,tra
I,0.475,0.36,0.11,0.49200000000000005,0.21100000000000002,0.11,0.15, negative,3,tra
I,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135, negative,3,tra
I,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495, negative,3,tra
M,0.495,0.395,0.12,0.5529999999999999,0.22399999999999998,0.1375,0.16699999999999998, negative,3,tra
I,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18, negative,3,tra
I,0.545,0.435,0.135,0.7715,0.37200000000000005,0.14800000000000002,0.22699999999999998, negative,3,tra
M,0.565,0.445,0.15,0.7959999999999999,0.3635,0.184,0.21899999999999997, negative,3,tra
M,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237, negative,3,tra
I,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855, negative,3,tra
M,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025, negative,3,tra
I,0.46,0.355,0.11,0.436,0.1975,0.096,0.125, negative,3,tra
M,0.475,0.37,0.125,0.649,0.34700000000000003,0.136,0.142, negative,3,tra
M,0.485,0.39,0.085,0.6435,0.2945,0.10300000000000001,0.198, negative,3,tra
I,0.515,0.395,0.125,0.556,0.2695,0.096,0.17, negative,3,tra
M,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735, negative,3,tra
M,0.53,0.4,0.125,0.7575,0.39799999999999996,0.151,0.175, negative,3,tra
M,0.57,0.445,0.15,0.9875,0.504,0.207,0.249, negative,3,tra
F,0.59,0.46,0.145,0.9905,0.45299999999999996,0.2205,0.275, negative,3,tra
M,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25, negative,3,tra
I,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251, negative,3,tra
F,0.62,0.435,0.155,1.012,0.47700000000000004,0.23600000000000002,0.275, negative,3,tra
M,0.635,0.51,0.185,1.308,0.544,0.318,0.377, negative,3,tra
M,0.65,0.485,0.14,1.175,0.475,0.2435,0.215, negative,3,tra
I,0.36,0.27,0.095,0.2,0.073,0.055999999999999994,0.061, negative,3,tra
I,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076, negative,3,tra
I,0.41,0.3,0.09,0.304,0.129,0.071,0.0955, negative,3,tra
I,0.425,0.325,0.11,0.317,0.135,0.048,0.09, negative,3,tra
I,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125, negative,3,tra
I,0.48,0.37,0.12,0.536,0.251,0.114,0.15, negative,3,tra
M,0.48,0.355,0.16,0.46399999999999997,0.221,0.106,0.239, negative,3,tra
I,0.49,0.375,0.115,0.4615,0.204,0.0945,0.14300000000000002, negative,3,tra
I,0.49,0.4,0.135,0.624,0.3035,0.1285,0.16899999999999998, negative,3,tra
I,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15, negative,3,tra
I,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19, negative,3,tra
I,0.5,0.4,0.12,0.616,0.261,0.14300000000000002,0.1935, negative,3,tra
I,0.5,0.39,0.12,0.5955,0.2455,0.147,0.17300000000000001, negative,3,tra
I,0.515,0.395,0.125,0.6635,0.32,0.14,0.17, negative,3,tra
I,0.525,0.38,0.135,0.615,0.261,0.159,0.175, negative,3,tra
I,0.545,0.375,0.12,0.5429999999999999,0.2375,0.1155,0.1725, negative,3,tra
I,0.545,0.42,0.125,0.7170000000000001,0.358,0.11199999999999999,0.22, negative,3,tra
I,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215, negative,3,tra
I,0.55,0.425,0.15,0.7665,0.33899999999999997,0.17600000000000002,0.21, negative,3,tra
F,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21, negative,3,tra
M,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268, negative,3,tra
F,0.575,0.465,0.195,0.9965,0.41700000000000004,0.247,0.47, negative,3,tra
F,0.58,0.435,0.15,0.8340000000000001,0.428,0.1515,0.23, negative,3,tra
F,0.595,0.435,0.15,0.9,0.4175,0.17,0.265, negative,3,tra
I,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235, negative,3,tra
M,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27, negative,3,tra
F,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24, negative,3,tra
F,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995, negative,3,tra
I,0.435,0.3,0.12,0.5965,0.259,0.139,0.1645, negative,3,tra
I,0.455,0.325,0.135,0.82,0.4005,0.1715,0.21100000000000002, negative,3,tra
I,0.455,0.345,0.11,0.434,0.207,0.0855,0.1215, negative,3,tra
I,0.485,0.365,0.105,0.5205,0.195,0.12300000000000001,0.182, negative,3,tra
M,0.515,0.395,0.135,1.0070000000000001,0.47200000000000003,0.2495,0.252, negative,3,tra
M,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105, negative,3,tra
F,0.535,0.425,0.135,0.7709999999999999,0.3765,0.1815,0.1795, negative,3,tra
I,0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253, negative,3,tra
F,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31, negative,3,tra
I,0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081, negative,3,tra
I,0.415,0.31,0.095,0.311,0.1125,0.0625,0.115, negative,3,tra
I,0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12, negative,3,tra
I,0.435,0.33,0.105,0.335,0.156,0.0555,0.105, negative,3,tra
I,0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147, negative,3,tra
I,0.495,0.375,0.14,0.494,0.18100000000000002,0.0975,0.191, negative,3,tra
I,0.505,0.4,0.145,0.7045,0.33399999999999996,0.1425,0.207, negative,3,tra
I,0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184, negative,3,tra
I,0.53,0.43,0.14,0.677,0.298,0.0965,0.23, negative,3,tra
M,0.555,0.41,0.125,0.599,0.2345,0.1465,0.19399999999999998, negative,3,tra
M,0.61,0.48,0.14,1.031,0.4375,0.2615,0.27, negative,3,tra
F,0.61,0.46,0.155,0.9570000000000001,0.4255,0.1975,0.265, negative,3,tra
M,0.45,0.33,0.105,0.4955,0.2575,0.08199999999999999,0.129, negative,3,tra
I,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365, negative,3,tra
I,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054000000000000006, negative,3,tra
I,0.405,0.31,0.09,0.312,0.138,0.06,0.087, negative,3,tra
I,0.445,0.32,0.12,0.37799999999999995,0.152,0.0825,0.12, negative,3,tra
M,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135, negative,3,tra
M,0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132, negative,3,tra
I,0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158, negative,3,tra
M,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635, negative,3,tra
M,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795, negative,3,tra
F,0.535,0.42,0.13,0.6990000000000001,0.3125,0.1565,0.2035, negative,3,tra
M,0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605, negative,3,tra
F,0.61,0.43,0.14,0.909,0.43799999999999994,0.2,0.22, negative,3,tra
M,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.37200000000000005, negative,3,tra
M,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32, negative,3,tra
F,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175, negative,3,tra
M,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175, negative,3,tra
M,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175, negative,3,tra
F,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185, negative,3,tra
M,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15, negative,3,tra
F,0.44,0.33,0.115,0.4005,0.14300000000000002,0.113,0.12, negative,3,tra
M,0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115, negative,3,tra
F,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935, negative,3,tra
F,0.43,0.325,0.12,0.445,0.165,0.0995,0.155, negative,3,tra
I,0.46,0.335,0.11,0.444,0.225,0.0745,0.11, negative,3,tra
M,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175, negative,3,tra
M,0.43,0.335,0.115,0.406,0.166,0.0935,0.135, negative,3,tra
M,0.475,0.36,0.12,0.578,0.2825,0.12,0.17, negative,3,tra
I,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165, negative,3,tra
I,0.315,0.24,0.07,0.13699999999999998,0.0545,0.0315,0.04, negative,3,tra
I,0.395,0.325,0.105,0.306,0.111,0.0735,0.095, negative,3,tra
F,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36, negative,3,tra
I,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032, negative,3,tra
F,0.37,0.275,0.08,0.22699999999999998,0.09300000000000001,0.0625,0.07, negative,3,tra
F,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135, negative,3,tra
I,0.355,0.26,0.09,0.1925,0.077,0.038,0.065, negative,3,tra
I,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085, negative,3,tra
M,0.465,0.375,0.11,0.5,0.21,0.113,0.1505, negative,3,tra
I,0.47,0.37,0.11,0.5555,0.25,0.115,0.163, negative,3,tra
F,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135, negative,3,tra
M,0.5,0.4,0.13,0.7715,0.37,0.16,0.21100000000000002, negative,3,tra
F,0.6,0.5,0.155,1.3319999999999999,0.6235,0.2835,0.35, negative,3,tra
I,0.45,0.35,0.12,0.46799999999999997,0.2005,0.1065,0.1325, negative,3,tra
M,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195, negative,3,tra
F,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215, negative,3,tra
F,0.55,0.425,0.125,0.9640000000000001,0.5475,0.159,0.215, negative,3,tra
F,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295, negative,3,tra
F,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425, negative,3,tra
F,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335, negative,3,tra
F,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248, negative,3,tra
F,0.6,0.46,0.15,1.235,0.6025,0.27399999999999997,0.29, negative,3,tra
M,0.61,0.48,0.15,1.1495,0.564,0.27399999999999997,0.264, negative,3,tra
M,0.615,0.47,0.155,1.2,0.5085,0.32,0.292, negative,3,tra
F,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595, negative,3,tra
M,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325, negative,3,tra
I,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095, negative,3,tra
I,0.49,0.375,0.125,0.5445,0.27899999999999997,0.115,0.13, negative,3,tra
I,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.16699999999999998, negative,3,tra
I,0.51,0.385,0.15,0.625,0.3095,0.11900000000000001,0.1725, negative,3,tra
I,0.55,0.42,0.13,0.636,0.294,0.14400000000000002,0.1755, negative,3,tra
F,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185, negative,3,tra
I,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105, negative,3,tra
F,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248, negative,3,tra
M,0.58,0.455,0.13,0.852,0.41,0.1725,0.225, negative,3,tra
F,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245, negative,3,tra
M,0.59,0.47,0.15,0.861,0.413,0.16399999999999998,0.249, negative,3,tra
F,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565, negative,3,tra
F,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265, negative,3,tra
M,0.63,0.465,0.15,1.0270000000000001,0.537,0.188,0.17600000000000002, negative,3,tra
I,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825, negative,3,tra
I,0.41,0.315,0.1,0.3,0.124,0.0575,0.1, negative,3,tra
I,0.41,0.325,0.11,0.326,0.1325,0.075,0.10099999999999999, negative,3,tra
I,0.42,0.325,0.115,0.314,0.1295,0.0635,0.1, negative,3,tra
I,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015, negative,3,tra
M,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155, negative,3,tra
I,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315, negative,3,tra
I,0.46,0.35,0.1,0.47100000000000003,0.252,0.077,0.12300000000000001, negative,3,tra
I,0.46,0.345,0.105,0.415,0.187,0.087,0.11, negative,3,tra
I,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305, negative,3,tra
I,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805, negative,3,tra
I,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615, negative,3,tra
I,0.525,0.385,0.13,0.607,0.2355,0.125,0.195, negative,3,tra
I,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2, negative,3,tra
F,0.545,0.44,0.15,0.9475,0.366,0.239,0.275, negative,3,tra
F,0.555,0.445,0.175,1.1465,0.551,0.244,0.2785, negative,3,tra
F,0.585,0.455,0.13,0.8755,0.41100000000000003,0.2065,0.225, negative,3,tra
M,0.6,0.48,0.09,1.05,0.457,0.2685,0.28, negative,3,tra
I,0.36,0.27,0.09,0.23199999999999998,0.12,0.0435,0.055999999999999994, negative,3,tra
I,0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405, negative,3,tra
F,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965, negative,3,tra
F,0.58,0.445,0.135,0.95,0.484,0.182,0.2325, negative,3,tra
M,0.625,0.5,0.13,1.082,0.5785,0.2045,0.25, negative,3,tra
I,0.4,0.315,0.09,0.3245,0.151,0.073,0.08800000000000001, negative,3,tra
F,0.465,0.35,0.11,0.4085,0.165,0.102,0.131, negative,3,tra
I,0.47,0.385,0.13,0.5870000000000001,0.264,0.11699999999999999,0.174, negative,3,tra
I,0.475,0.375,0.11,0.494,0.21100000000000002,0.109,0.1545, negative,3,tra
I,0.495,0.375,0.12,0.614,0.2855,0.1365,0.161, negative,3,tra
I,0.5,0.37,0.12,0.5445,0.249,0.1065,0.152, negative,3,tra
I,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17, negative,3,tra
I,0.51,0.4,0.125,0.5935,0.239,0.13,0.204, negative,3,tra
I,0.52,0.4,0.11,0.597,0.2935,0.1155,0.16, negative,3,tra
M,0.52,0.465,0.15,0.9505,0.456,0.19899999999999998,0.255, negative,3,tra
I,0.53,0.38,0.125,0.616,0.292,0.113,0.185, negative,3,tra
I,0.545,0.43,0.13,0.7595,0.358,0.153,0.2055, negative,3,tra
I,0.55,0.435,0.165,0.804,0.34,0.19399999999999998,0.244, negative,3,tra
F,0.575,0.425,0.15,0.8765,0.455,0.18,0.228, negative,3,tra
M,0.58,0.465,0.15,0.9065,0.371,0.1965,0.29, negative,3,tra
F,0.635,0.5,0.19,1.29,0.593,0.3045,0.35200000000000004, negative,3,tra
M,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505, negative,3,tra
F,0.505,0.38,0.13,0.693,0.391,0.1195,0.1515, negative,3,tra
I,0.535,0.4,0.135,0.775,0.368,0.20800000000000002,0.2055, negative,3,tra
M,0.595,0.485,0.15,1.0835,0.5305,0.231,0.276, negative,3,tra
I,0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725, negative,3,tra
I,0.45,0.33,0.115,0.365,0.14,0.0825,0.1245, negative,3,tra
I,0.45,0.34,0.125,0.4045,0.171,0.07,0.1345, negative,3,tra
I,0.46,0.37,0.11,0.3965,0.1485,0.0855,0.1455, negative,3,tra
I,0.525,0.4,0.11,0.6275,0.3015,0.126,0.18, negative,3,tra
M,0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159, negative,3,tra
I,0.59,0.47,0.145,0.9740000000000001,0.45299999999999996,0.23600000000000002,0.289, negative,3,tra
I,0.425,0.32,0.085,0.262,0.1235,0.067,0.0725, negative,3,tra
M,0.455,0.35,0.11,0.45799999999999996,0.2,0.111,0.1305, negative,3,tra
F,0.55,0.43,0.15,0.655,0.2635,0.122,0.221, negative,3,tra
M,0.6,0.465,0.18,1.193,0.5145,0.315,0.3055, negative,3,tra
I,0.395,0.3,0.12,0.2995,0.1265,0.068,0.0895, negative,3,tra
I,0.41,0.325,0.105,0.361,0.1605,0.0665,0.10300000000000001, negative,3,tra
F,0.47,0.36,0.1,0.4705,0.1635,0.08900000000000001,0.1385, negative,3,tra
M,0.51,0.415,0.145,0.7509999999999999,0.3295,0.1835,0.203, negative,3,tra
M,0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315, negative,3,tra
M,0.46,0.36,0.125,0.547,0.2165,0.1105,0.19, negative,3,tra
M,0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775, negative,3,tra
I,0.27,0.195,0.07,0.102,0.045,0.0135,0.034, negative,3,tra
F,0.51,0.385,0.135,0.632,0.282,0.145,0.17, negative,3,tra
I,0.295,0.215,0.075,0.11599999999999999,0.037000000000000005,0.0295,0.04, negative,3,tra
M,0.52,0.415,0.175,0.753,0.258,0.171,0.255, negative,3,tra
I,0.455,0.375,0.125,0.5329999999999999,0.233,0.106,0.185, negative,3,tra
I,0.39,0.3,0.105,0.259,0.0955,0.038,0.085, negative,3,tra
I,0.475,0.365,0.14,0.4545,0.171,0.11800000000000001,0.158, negative,3,tra
I,0.375,0.285,0.1,0.239,0.105,0.0555,0.07, negative,3,tra
I,0.295,0.21,0.08,0.1,0.038,0.026000000000000002,0.031, negative,3,tra
F,0.46,0.35,0.115,0.44,0.19,0.1025,0.13, negative,3,tra
F,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371, negative,3,tra
I,0.395,0.3,0.09,0.27899999999999997,0.134,0.049,0.075, negative,3,tra
I,0.44,0.35,0.125,0.456,0.21,0.0955,0.131, negative,3,tra
M,0.48,0.37,0.13,0.643,0.349,0.1155,0.135, negative,3,tra
I,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645, negative,3,tra
I,0.5,0.385,0.11,0.596,0.3015,0.10400000000000001,0.151, negative,3,tra
F,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146, negative,3,tra
M,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25, negative,3,tra
F,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155, negative,3,tra
F,0.555,0.42,0.11,0.9309999999999999,0.4445,0.171,0.225, negative,3,tra
F,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815, negative,3,tra
M,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365, negative,3,tra
I,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12, negative,3,tra
F,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065, negative,3,tra
I,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485, negative,3,tra
I,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535, negative,3,tra
M,0.55,0.44,0.16,0.985,0.4645,0.201,0.27, negative,3,tra
M,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23, negative,3,tra
M,0.555,0.44,0.15,0.838,0.4155,0.146,0.23, negative,3,tra
M,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225, negative,3,tra
M,0.6,0.41,0.145,0.9390000000000001,0.4475,0.196,0.268, negative,3,tra
I,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205, negative,3,tra
I,0.46,0.34,0.09,0.384,0.1795,0.068,0.11, negative,3,tra
I,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125, negative,3,tra
I,0.54,0.41,0.135,0.7025,0.31,0.177,0.2, negative,3,tra
F,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223, negative,3,tra
I,0.575,0.455,0.155,0.8725,0.349,0.2095,0.285, negative,3,tra
M,0.6,0.47,0.15,0.9279999999999999,0.4225,0.183,0.275, negative,3,tra
I,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126, negative,3,tra
I,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395, negative,3,tra
M,0.515,0.39,0.14,0.6779999999999999,0.341,0.1325,0.11900000000000001, negative,3,tra
F,0.655,0.455,0.17,1.275,0.583,0.303,0.33299999999999996, negative,3,tra
I,0.39,0.29,0.09,0.2745,0.135,0.0455,0.078, negative,3,tra
I,0.44,0.32,0.095,0.3275,0.1495,0.059000000000000004,0.1, negative,3,tra
I,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14, negative,3,tra
I,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125, negative,3,tra
I,0.485,0.365,0.125,0.426,0.163,0.0965,0.151, negative,3,tra
I,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171, negative,3,tra
I,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24, negative,3,tra
I,0.575,0.44,0.15,0.983,0.486,0.215,0.239, negative,3,tra
M,0.59,0.465,0.135,0.9895,0.4235,0.19899999999999998,0.28, negative,3,tra
I,0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455, negative,3,tra
I,0.435,0.375,0.11,0.4155,0.17,0.076,0.145, negative,3,tra
I,0.485,0.37,0.14,0.5065,0.2425,0.08800000000000001,0.1465, negative,3,tra
I,0.51,0.395,0.105,0.5525,0.23399999999999999,0.127,0.165, negative,3,tra
I,0.53,0.395,0.115,0.475,0.2025,0.10099999999999999,0.14800000000000002, negative,3,tra
M,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445, negative,3,tra
F,0.63,0.475,0.15,1.072,0.433,0.2975,0.315, negative,3,tra
I,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1, negative,3,tra
F,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325, negative,3,tra
F,0.52,0.375,0.135,0.5375,0.221,0.11699999999999999,0.17, negative,3,tra
I,0.525,0.4,0.125,0.5655,0.2435,0.11900000000000001,0.175, negative,3,tra
I,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965, negative,3,tra
M,0.465,0.355,0.12,0.5315,0.2725,0.09699999999999999,0.1395, negative,3,tra
M,0.475,0.385,0.12,0.562,0.289,0.0905,0.153, negative,3,tra
M,0.57,0.45,0.14,0.9275,0.47700000000000004,0.1605,0.2515, negative,3,tra
I,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055, negative,3,tra
M,0.41,0.335,0.115,0.4405,0.19,0.085,0.135, negative,3,tra
F,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135, negative,3,tra
M,0.295,0.23,0.085,0.125,0.042,0.0285,0.043, negative,3,tra
F,0.47,0.35,0.115,0.48700000000000004,0.1955,0.127,0.155, negative,3,tra
I,0.465,0.355,0.12,0.5805,0.255,0.0915,0.184, negative,3,tra
M,0.415,0.315,0.12,0.4015,0.19899999999999998,0.087,0.09699999999999999, negative,3,tra
M,0.485,0.39,0.12,0.599,0.251,0.1345,0.16899999999999998, negative,3,tra
M,0.665,0.515,0.165,1.3855,0.621,0.302,0.3445, negative,3,tra
I,0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525, negative,3,tra
I,0.51,0.39,0.125,0.597,0.293,0.1265,0.1555, negative,3,tra
M,0.61,0.49,0.16,1.146,0.597,0.24600000000000002,0.265, negative,3,tra
F,0.62,0.465,0.14,1.011,0.479,0.2385,0.255, negative,3,tra
I,0.42,0.31,0.1,0.2805,0.1125,0.0615,0.0925, negative,3,tra
I,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075, negative,3,tra
I,0.485,0.365,0.09,0.6509999999999999,0.3165,0.132,0.18, negative,3,tra
I,0.54,0.42,0.14,0.74,0.3595,0.159,0.1985, negative,3,tra
F,0.58,0.46,0.135,0.9259999999999999,0.4025,0.20800000000000002,0.275, negative,3,tra
M,0.515,0.39,0.12,0.6125,0.302,0.1365,0.1415, negative,3,tra
I,0.545,0.405,0.13,0.6579999999999999,0.327,0.1445,0.174, negative,3,tra
I,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185, negative,3,tra
I,0.485,0.375,0.11,0.46399999999999997,0.2015,0.09,0.149, negative,3,tra
I,0.52,0.4,0.14,0.622,0.278,0.1455,0.16899999999999998, negative,3,tra
M,0.545,0.45,0.15,0.7805,0.3795,0.1625,0.21600000000000003, negative,3,tra
I,0.545,0.43,0.14,0.772,0.289,0.19,0.2615, negative,3,tra
M,0.55,0.385,0.13,0.7275,0.34299999999999997,0.1625,0.19, negative,3,tra
M,0.48,0.365,0.13,0.5305,0.2405,0.127,0.139, negative,3,tra
I,0.515,0.4,0.14,0.7165,0.3495,0.1595,0.1785, negative,3,tra
I,0.56,0.42,0.14,0.8370000000000001,0.414,0.214,0.2, negative,3,tra
I,0.49,0.375,0.115,0.557,0.2275,0.1335,0.1765, negative,3,tra
I,0.5,0.385,0.12,0.516,0.19699999999999998,0.1305,0.165, negative,3,tra
M,0.555,0.435,0.145,0.9205,0.40399999999999997,0.2275,0.255, negative,3,tra
I,0.43,0.315,0.115,0.384,0.1885,0.0715,0.11, negative,3,tra
M,0.475,0.37,0.11,0.4895,0.2185,0.107,0.146, negative,3,tra
M,0.475,0.36,0.14,0.5135,0.24100000000000002,0.1045,0.155, negative,3,tra
I,0.48,0.355,0.11,0.4495,0.201,0.08900000000000001,0.14, negative,3,tra
M,0.385,0.255,0.1,0.3175,0.13699999999999998,0.068,0.092, negative,3,tra
F,0.52,0.405,0.115,0.7759999999999999,0.32,0.1845,0.22, negative,3,tra
I,0.45,0.355,0.11,0.4585,0.19399999999999998,0.067,0.14, negative,3,tra
F,0.37,0.275,0.1,0.2225,0.09300000000000001,0.026000000000000002,0.08, negative,3,tra
F,0.36,0.265,0.09,0.2065,0.078,0.057,0.06, negative,3,tra
M,0.47,0.375,0.12,0.5805,0.266,0.0935,0.16899999999999998, negative,3,tra
