fingerprint,minutia,x,y,angle
G044X7I_1_1,v19,376,668,218.0
G044X7I_1_1,v20,341,669,216.0
G044X7I_1_1,v21,369,692,206.0
G044X7I_1_1,v22,360,708,188.0
G044X7I_1_1,v23,322,736,181.0
G044X7I_1_1,v24,323,680,180.0
G044X7I_1_1,v25,271,628,126.0
G044X7I_1_1,v26,252,601,123.0
G044X7I_1_1,v27,238,574,93.0
G045X9I_1_1,v0,409,340,49.0
G045X9I_1_1,v1,392,400,42.0
G045X9I_1_1,v2,344,383,11.0
G045X9I_1_1,v3,495,568,349.0
G045X9I_1_1,v4,355,478,328.0
G045X9I_1_1,v5,348,470,323.0
G045X9I_1_1,v6,354,436,306.0
G045X9I_1_1,v7,325,415,307.0
G045X9I_1_1,v8,427,410,233.0
G045X9I_1_1,v9,446,337,226.0
G045X9I_1_1,v10,514,395,223.0
G045X9I_1_1,v11,397,429,225.0
G045X9I_1_1,v12,391,327,215.0
G045X9I_1_1,v13,445,435,215.0
G045X9I_1_1,v14,505,416,215.0
G045X9I_1_1,v15,408,407,217.0
G045X9I_1_1,v16,435,463,206.0
G045X9I_1_1,v17,402,449,204.0
G045X9I_1_1,v18,519,439,208.0
G045X9I_1_1,v19,459,456,201.0
G045X9I_1_1,v20,495,460,196.0
G045X9I_1_1,v21,526,450,196.0
G045X9I_1_1,v22,402,467,188.0
G045X9I_1_1,v23,495,498,184.0
G045X9I_1_1,v24,456,471,185.0
G045X9I_1_1,v25,567,472,179.0
G045X9I_1_1,v26,535,482,178.0
G045X9I_1_1,v27,487,516,173.0
G045X9I_1_1,v28,473,563,165.0
G045X9I_1_1,v29,439,529,163.0
G045X9I_1_1,v30,377,484,156.0
G045X9I_1_1,v31,372,460,147.0
G045X9I_1_1,v32,361,416,118.0
G046X1I_1_1,v0,567,573,86.0
G046X1I_1_1,v1,261,523,88.0
G046X1I_1_1,v2,444,469,79.0
G046X1I_1_1,v3,347,478,82.0
G046X1I_1_1,v4,522,519,84.0
G046X1I_1_1,v5,484,467,75.0
G046X1I_1_1,v6,529,476,69.0
G046X1I_1_1,v7,298,540,70.0
G046X1I_1_1,v8,537,498,72.0
G046X1I_1_1,v9,371,470,67.0
G046X1I_1_1,v10,289,561,66.0
G046X1I_1_1,v11,305,527,66.0
G046X1I_1_1,v12,575,387,59.0
G046X1I_1_1,v13,477,428,61.0
G046X1I_1_1,v14,588,479,59.0
G046X1I_1_1,v15,570,430,54.0
G046X1I_1_1,v16,640,274,56.0
G046X1I_1_1,v17,398,422,53.0
G046X1I_1_1,v18,624,382,46.0
G046X1I_1_1,v19,601,538,41.0
G046X1I_1_1,v20,585,563,39.0
G046X1I_1_1,v21,352,549,38.0
G046X1I_1_1,v22,632,500,26.0
G046X1I_1_1,v23,382,556,337.0
G046X1I_1_1,v24,555,629,295.0
G046X1I_1_1,v25,325,586,238.0
G046X1I_1_1,v26,673,322,237.0
G046X1I_1_1,v27,614,318,237.0
G046X1I_1_1,v28,596,378,232.0
G046X1I_1_1,v29,625,528,230.0
G046X1I_1_1,v30,360,567,217.0
G046X1I_1_1,v31,603,579,216.0
G046X1I_1_1,v32,678,429,218.0
G046X1I_1_1,v33,652,488,216.0
G046X1I_1_1,v34,416,551,149.0
G046X1I_1_1,v35,343,397,144.0
G046X1I_1_1,v36,479,601,139.0
G046X1I_1_1,v37,348,437,129.0
G046X1I_1_1,v38,440,525,113.0
G046X1I_1_1,v39,299,464,110.0
G046X1I_1_1,v40,428,500,110.0
G046X1I_1_1,v41,475,530,102.0
G046X1I_1_1,v42,317,455,103.0
G046X1I_1_1,v43,577,594,99.0
G046X1I_1_1,v44,563,576,99.0
G046X1I_1_1,v45,555,551,93.0
G046X1I_1_1,v46,331,461,94.0
G047X4I_1_1,v0,365,461,20.0
G047X4I_1_1,v1,359,487,19.0
G047X4I_1_1,v2,312,484,20.0
G047X4I_1_1,v3,335,486,14.0
G047X4I_1_1,v4,475,282,8.0
G047X4I_1_1,v5,449,263,353.0
G047X4I_1_1,v6,337,465,351.0
G047X4I_1_1,v7,289,439,346.0
G047X4I_1_1,v8,435,134,344.0
G047X4I_1_1,v9,319,448,345.0
G047X4I_1_1,v10,430,179,341.0
G047X4I_1_1,v11,312,440,336.0
G047X4I_1_1,v12,393,167,327.0
G047X4I_1_1,v13,298,300,327.0
G047X4I_1_1,v14,420,171,330.0
G047X4I_1_1,v15,371,240,321.0
G047X4I_1_1,v16,301,163,321.0
G047X4I_1_1,v17,313,262,326.0
G047X4I_1_1,v18,273,352,325.0
G047X4I_1_1,v19,307,350,324.0
G047X4I_1_1,v20,362,439,321.0
G047X4I_1_1,v21,337,344,322.0
G047X4I_1_1,v22,318,416,322.0
G047X4I_1_1,v23,297,202,321.0
G047X4I_1_1,v24,275,228,321.0
G047X4I_1_1,v25,295,129,323.0
G047X4I_1_1,v26,345,131,318.0
G047X4I_1_1,v27,351,359,317.0
G047X4I_1_1,v28,399,324,318.0
G047X4I_1_1,v29,347,283,319.0
G047X4I_1_1,v30,389,141,318.0
G047X4I_1_1,v31,389,277,316.0
G047X4I_1_1,v32,287,113,311.0
G047X4I_1_1,v33,393,361,315.0
G047X4I_1_1,v34,439,394,314.0
G047X4I_1_1,v35,393,457,263.0
G047X4I_1_1,v36,440,463,262.0
G047X4I_1_1,v37,418,485,251.0
G047X4I_1_1,v38,502,387,242.0
G047X4I_1_1,v39,515,353,239.0
G047X4I_1_1,v40,402,485,225.0
G047X4I_1_1,v41,395,515,213.0
G047X4I_1_1,v42,381,487,204.0
G047X4I_1_1,v43,476,371,175.0
G047X4I_1_1,v44,473,333,162.0
G047X4I_1_1,v45,381,443,157.0
G047X4I_1_1,v46,453,271,155.0
G047X4I_1_1,v47,429,149,148.0
G047X4I_1_1,v48,452,309,151.0
G047X4I_1_1,v49,268,160,143.0
G047X4I_1_1,v50,338,274,145.0
G047X4I_1_1,v51,356,305,144.0
G047X4I_1_1,v52,363,346,141.0
G047X4I_1_1,v53,395,217,145.0
G047X4I_1_1,v54,367,265,139.0
G047X4I_1_1,v55,409,256,138.0
G047X4I_1_1,v56,391,423,133.0
G047X4I_1_1,v57,363,362,134.0
G047X4I_1_1,v58,314,122,133.0
G047X4I_1_1,v59,315,179,134.0
G047X4I_1_1,v60,408,401,121.0
G047X4I_1_1,v61,377,345,113.0
G047X4I_1_1,v62,415,403,118.0
G047X4I_1_1,v63,441,414,96.0
G049X3I_1_1,v0,357,421,89.0
G049X3I_1_1,v1,380,402,82.0
G049X3I_1_1,v2,384,396,76.0
G049X3I_1_1,v3,436,339,57.0
G049X3I_1_1,v4,385,385,53.0
G049X3I_1_1,v5,463,379,55.0
G049X3I_1_1,v6,388,281,24.0
G049X3I_1_1,v7,369,305,15.0
G049X3I_1_1,v8,352,246,4.0
G049X3I_1_1,v9,357,216,0.0
G049X3I_1_1,v10,343,321,342.0
G049X3I_1_1,v11,318,296,331.0
G049X3I_1_1,v12,313,385,294.0
G049X3I_1_1,v13,446,389,243.0
G049X3I_1_1,v14,462,363,234.0
G049X3I_1_1,v15,408,291,207.0
G049X3I_1_1,v16,409,327,200.0
G049X3I_1_1,v17,388,247,182.0
G049X3I_1_1,v18,357,263,176.0
G049X3I_1_1,v19,391,292,178.0
G049X3I_1_1,v20,368,312,163.0
G049X3I_1_1,v21,323,275,141.0
G049X3I_1_1,v22,333,314,136.0
G049X3I_1_1,v23,359,363,118.0
G049X3I_1_1,v24,328,392,111.0
G050X7I_1_1,v0,426,367,87.0
G050X7I_1_1,v1,488,460,85.0
G050X7I_1_1,v2,473,395,87.0
G050X7I_1_1,v3,479,345,75.0
G050X7I_1_1,v4,447,572,4.0
G050X7I_1_1,v5,294,590,352.0
G050X7I_1_1,v6,413,589,352.0
G050X7I_1_1,v7,277,575,340.0
G050X7I_1_1,v8,334,566,341.0
G050X7I_1_1,v9,364,556,335.0
G050X7I_1_1,v10,338,544,335.0
G050X7I_1_1,v11,461,558,327.0
G050X7I_1_1,v12,399,550,327.0
G050X7I_1_1,v13,384,553,328.0
G050X7I_1_1,v14,284,531,324.0
G050X7I_1_1,v15,339,527,324.0
G050X7I_1_1,v16,439,555,324.0
G050X7I_1_1,v17,299,502,320.0
G050X7I_1_1,v18,274,508,307.0
G050X7I_1_1,v19,453,538,307.0
G050X7I_1_1,v20,384,500,306.0
G050X7I_1_1,v21,396,508,307.0
G050X7I_1_1,v22,321,608,173.0
G050X7I_1_1,v23,406,394,100.0
G050X7I_1_1,v24,479,494,99.0
G050X7I_1_1,v25,464,464,99.0
G050X7I_1_1,v26,447,421,93.0
G051X6I_1_1,v0,305,534,89.0
G051X6I_1_1,v1,337,468,87.0
G051X6I_1_1,v2,486,378,86.0
G051X6I_1_1,v3,439,442,81.0
G051X6I_1_1,v4,423,453,74.0
G051X6I_1_1,v5,311,566,54.0
G051X6I_1_1,v6,395,686,2.0
G051X6I_1_1,v7,263,624,5.0
G051X6I_1_1,v8,419,628,0.0
G051X6I_1_1,v9,346,659,359.0
G051X6I_1_1,v10,273,611,356.0
G051X6I_1_1,v11,285,594,343.0
G051X6I_1_1,v12,459,312,310.0
G051X6I_1_1,v13,154,337,306.0
G051X6I_1_1,v14,446,300,300.0
G051X6I_1_1,v15,199,345,297.0
G051X6I_1_1,v16,253,572,297.0
G051X6I_1_1,v17,190,512,295.0
G051X6I_1_1,v18,195,279,297.0
G051X6I_1_1,v19,320,286,292.0
G051X6I_1_1,v20,235,483,287.0
G051X6I_1_1,v21,233,401,291.0
G051X6I_1_1,v22,390,235,289.0
G051X6I_1_1,v23,248,363,288.0
G051X6I_1_1,v24,423,372,282.0
G051X6I_1_1,v25,289,280,286.0
G051X6I_1_1,v26,343,360,284.0
G051X6I_1_1,v27,150,254,283.0
G051X6I_1_1,v28,391,358,284.0
G051X6I_1_1,v29,291,200,278.0
G051X6I_1_1,v30,297,403,277.0
G051X6I_1_1,v31,311,226,276.0
G051X6I_1_1,v32,367,300,276.0
G051X6I_1_1,v33,380,276,277.0
G051X6I_1_1,v34,266,209,271.0
G051X6I_1_1,v35,501,504,274.0
G051X6I_1_1,v36,441,460,265.0
G051X6I_1_1,v37,487,423,267.0
G051X6I_1_1,v38,375,456,263.0
G051X6I_1_1,v39,453,456,262.0
G051X6I_1_1,v40,482,534,256.0
G051X6I_1_1,v41,429,466,258.0
G051X6I_1_1,v42,416,504,248.0
G051X6I_1_1,v43,445,551,242.0
G051X6I_1_1,v44,352,564,237.0
G051X6I_1_1,v45,420,569,231.0
G051X6I_1_1,v46,466,559,227.0
G051X6I_1_1,v47,392,569,227.0
G051X6I_1_1,v48,476,552,226.0
G051X6I_1_1,v49,363,600,205.0
G051X6I_1_1,v50,347,608,202.0
G051X6I_1_1,v51,439,601,193.0
G051X6I_1_1,v52,402,592,195.0
G051X6I_1_1,v53,321,636,188.0
G051X6I_1_1,v54,453,640,182.0
G051X6I_1_1,v55,403,640,184.0
G051X6I_1_1,v56,357,648,180.0
G051X6I_1_1,v57,291,674,173.0
G051X6I_1_1,v58,222,549,137.0
G051X6I_1_1,v59,180,326,121.0
G051X6I_1_1,v60,223,288,114.0
G051X6I_1_1,v61,259,309,115.0
G051X6I_1_1,v62,175,459,116.0
G051X6I_1_1,v63,249,364,114.0
G051X6I_1_1,v64,298,253,107.0
G051X6I_1_1,v65,274,265,111.0
G051X6I_1_1,v66,210,372,112.0
G051X6I_1_1,v67,292,302,106.0
G051X6I_1_1,v68,350,330,105.0
G051X6I_1_1,v69,227,449,104.0
G051X6I_1_1,v70,269,504,106.0
G051X6I_1_1,v71,259,401,106.0
G051X6I_1_1,v72,277,430,102.0
G051X6I_1_1,v73,298,392,98.0
G051X6I_1_1,v74,377,236,98.0
G051X6I_1_1,v75,310,403,96.0
G051X6I_1_1,v76,303,353,101.0
G051X6I_1_1,v77,530,424,93.0
G051X6I_1_1,v78,380,402,93.0
G051X6I_1_1,v79,266,161,92.0
G051X6I_1_1,v80,337,224,92.0
G051X6I_1_1,v81,291,514,91.0
G052X9I_1_1,v0,443,602,78.0
G052X9I_1_1,v1,468,609,72.0
G052X9I_1_1,v2,497,613,63.0
G052X9I_1_1,v3,472,523,52.0
G052X9I_1_1,v4,481,471,45.0
G052X9I_1_1,v5,493,444,27.0
G052X9I_1_1,v6,414,478,17.0
G052X9I_1_1,v7,349,413,343.0
G052X9I_1_1,v8,371,493,329.0
G052X9I_1_1,v9,390,539,329.0
G052X9I_1_1,v10,396,564,313.0
G052X9I_1_1,v11,248,373,310.0
G052X9I_1_1,v12,231,481,302.0
G052X9I_1_1,v13,229,426,297.0
G052X9I_1_1,v14,262,570,282.0
G052X9I_1_1,v15,286,496,285.0
G052X9I_1_1,v16,341,558,279.0
G052X9I_1_1,v17,465,503,222.0
G052X9I_1_1,v18,441,521,213.0
G052X9I_1_1,v19,448,413,197.0
G052X9I_1_1,v20,422,550,151.0
G052X9I_1_1,v21,342,382,148.0
G052X9I_1_1,v22,359,439,140.0
G052X9I_1_1,v23,244,494,113.0
G052X9I_1_1,v24,275,486,108.0
G052X9I_1_1,v25,269,550,100.0
G052X9I_1_1,v26,345,517,101.0
G053X6I_1_1,v0,533,514,85.0
G053X6I_1_1,v1,415,455,87.0
G053X6I_1_1,v2,461,467,83.0
G053X6I_1_1,v3,452,470,84.0
G053X6I_1_1,v4,486,481,81.0
G053X6I_1_1,v5,521,485,77.0
G053X6I_1_1,v6,473,424,68.0
G053X6I_1_1,v7,498,430,65.0
G053X6I_1_1,v8,531,461,63.0
G053X6I_1_1,v9,546,442,57.0
G053X6I_1_1,v10,538,457,57.0
G053X6I_1_1,v11,517,364,51.0
G053X6I_1_1,v12,555,373,46.0
G053X6I_1_1,v13,512,649,347.0
G053X6I_1_1,v14,446,668,345.0
G053X6I_1_1,v15,583,603,342.0
G053X6I_1_1,v16,534,619,341.0
G053X6I_1_1,v17,564,569,337.0
G053X6I_1_1,v18,558,583,333.0
G053X6I_1_1,v19,450,620,323.0
G053X6I_1_1,v20,520,603,317.0
G053X6I_1_1,v21,500,593,310.0
G053X6I_1_1,v22,530,574,306.0
G053X6I_1_1,v23,448,602,297.0
G053X6I_1_1,v24,426,616,298.0
G053X6I_1_1,v25,389,573,294.0
G053X6I_1_1,v26,511,570,291.0
G053X6I_1_1,v27,346,593,291.0
G053X6I_1_1,v28,486,597,289.0
G053X6I_1_1,v29,375,590,285.0
G053X6I_1_1,v30,475,563,280.0
G053X6I_1_1,v31,471,497,259.0
G053X6I_1_1,v32,577,498,234.0
G053X6I_1_1,v33,626,496,210.0
G053X6I_1_1,v34,600,540,202.0
G053X6I_1_1,v35,589,553,193.0
G053X6I_1_1,v36,479,659,164.0
G053X6I_1_1,v37,602,584,154.0
G053X6I_1_1,v38,588,571,156.0
G053X6I_1_1,v39,570,552,135.0
G053X6I_1_1,v40,451,569,117.0
G053X6I_1_1,v41,486,563,111.0
G053X6I_1_1,v42,347,503,104.0
G053X6I_1_1,v43,416,535,104.0
G053X6I_1_1,v44,545,532,101.0
G055X3I_1_1,v0,409,356,59.0
G055X3I_1_1,v1,430,379,61.0
G055X3I_1_1,v2,357,400,53.0
G055X3I_1_1,v3,337,437,47.0
G055X3I_1_1,v4,488,217,49.0
G055X3I_1_1,v5,390,422,45.0
G055X3I_1_1,v6,324,224,12.0
G055X3I_1_1,v7,427,405,241.0
G055X3I_1_1,v8,487,362,231.0
G055X3I_1_1,v9,394,409,231.0
G055X3I_1_1,v10,466,448,229.0
G055X3I_1_1,v11,386,441,226.0
G055X3I_1_1,v12,494,427,230.0
G055X3I_1_1,v13,445,458,224.0
G055X3I_1_1,v14,478,218,221.0
G055X3I_1_1,v15,443,158,223.0
G055X3I_1_1,v16,438,236,219.0
G055X3I_1_1,v17,344,483,216.0
G055X3I_1_1,v18,409,270,213.0
G055X3I_1_1,v19,402,235,212.0
G055X3I_1_1,v20,407,452,204.0
G055X3I_1_1,v21,352,155,200.0
G055X3I_1_1,v22,353,258,193.0
G055X3I_1_1,v23,439,476,189.0
G055X3I_1_1,v24,502,469,190.0
G055X3I_1_1,v25,489,494,183.0
G055X3I_1_1,v26,439,508,179.0
G055X3I_1_1,v27,477,524,169.0
G055X3I_1_1,v28,369,391,172.0
G055X3I_1_1,v29,316,318,155.0
G055X3I_1_1,v30,313,383,106.0
G056X9I_1_1,v0,458,355,81.0
G056X9I_1_1,v1,467,259,18.0
G056X9I_1_1,v2,465,235,9.0
G056X9I_1_1,v3,417,150,355.0
G056X9I_1_1,v4,415,533,337.0
G056X9I_1_1,v5,388,513,328.0
G056X9I_1_1,v6,391,527,331.0
G056X9I_1_1,v7,428,522,327.0
G056X9I_1_1,v8,428,325,326.0
G056X9I_1_1,v9,366,253,319.0
G056X9I_1_1,v10,358,205,320.0
G056X9I_1_1,v11,344,142,318.0
G056X9I_1_1,v12,405,484,310.0
G056X9I_1_1,v13,341,169,314.0
G056X9I_1_1,v14,364,493,312.0
G056X9I_1_1,v15,373,265,314.0
G056X9I_1_1,v16,303,343,307.0
G056X9I_1_1,v17,300,249,304.0
G056X9I_1_1,v18,312,273,301.0
G056X9I_1_1,v19,296,176,301.0
G056X9I_1_1,v20,437,463,300.0
G056X9I_1_1,v21,429,452,281.0
G056X9I_1_1,v22,409,458,278.0
G056X9I_1_1,v23,427,156,178.0
G056X9I_1_1,v24,470,217,180.0
G056X9I_1_1,v25,464,246,174.0
G056X9I_1_1,v26,468,225,173.0
G056X9I_1_1,v27,427,143,174.0
G056X9I_1_1,v28,448,279,155.0
G056X9I_1_1,v29,396,231,148.0
G056X9I_1_1,v30,372,257,139.0
G056X9I_1_1,v31,367,129,137.0
G056X9I_1_1,v32,325,311,125.0
G056X9I_1_1,v33,399,320,119.0
G056X9I_1_1,v34,340,378,118.0
G056X9I_1_1,v35,479,433,116.0
G056X9I_1_1,v36,366,362,110.0
G056X9I_1_1,v37,361,435,109.0
G056X9I_1_1,v38,455,362,96.0
G056X9I_1_1,v39,487,395,94.0
G057X4I_1_1,v0,510,450,79.0
G057X4I_1_1,v1,516,444,81.0
G057X4I_1_1,v2,528,458,61.0
G057X4I_1_1,v3,494,549,355.0
G057X4I_1_1,v4,432,300,333.0
G057X4I_1_1,v5,480,532,328.0
G057X4I_1_1,v6,447,582,327.0
G057X4I_1_1,v7,457,516,317.0
G057X4I_1_1,v8,395,302,313.0
G057X4I_1_1,v9,416,363,308.0
G057X4I_1_1,v10,454,429,306.0
G057X4I_1_1,v11,452,560,309.0
G057X4I_1_1,v12,425,526,303.0
G057X4I_1_1,v13,398,516,295.0
G057X4I_1_1,v14,538,493,190.0
G057X4I_1_1,v15,527,558,176.0
G057X4I_1_1,v16,428,334,129.0
G057X4I_1_1,v17,444,372,128.0
G057X4I_1_1,v18,506,460,122.0
G058X4I_1_1,v0,233,455,82.0
G058X4I_1_1,v1,338,497,84.0
G058X4I_1_1,v2,205,471,77.0
G058X4I_1_1,v3,176,520,71.0
G058X4I_1_1,v4,239,480,67.0
G058X4I_1_1,v5,160,572,57.0
G058X4I_1_1,v6,219,541,56.0
G058X4I_1_1,v7,310,391,46.0
G058X4I_1_1,v8,251,521,46.0
G058X4I_1_1,v9,254,571,33.0
G058X4I_1_1,v10,285,567,20.0
G058X4I_1_1,v11,261,338,12.0
G058X4I_1_1,v12,246,320,2.0
G058X4I_1_1,v13,240,398,350.0
G058X4I_1_1,v14,187,297,341.0
G058X4I_1_1,v15,143,352,328.0
G058X4I_1_1,v16,224,449,306.0
G058X4I_1_1,v17,237,476,268.0
G058X4I_1_1,v18,177,599,222.0
G058X4I_1_1,v19,261,594,221.0
G058X4I_1_1,v20,221,594,222.0
G058X4I_1_1,v21,241,599,219.0
G058X4I_1_1,v22,283,585,214.0
G058X4I_1_1,v23,202,601,216.0
G058X4I_1_1,v24,306,404,211.0
G058X4I_1_1,v25,250,624,194.0
G058X4I_1_1,v26,223,632,186.0
G058X4I_1_1,v27,191,612,187.0
G058X4I_1_1,v28,294,341,189.0
G058X4I_1_1,v29,171,625,171.0
G058X4I_1_1,v30,237,383,158.0
G058X4I_1_1,v31,107,408,123.0
G058X4I_1_1,v32,115,465,106.0
G058X4I_1_1,v33,145,548,106.0
G058X4I_1_1,v34,319,500,104.0
G058X4I_1_1,v35,139,516,102.0
G058X4I_1_1,v36,304,482,103.0
G058X4I_1_1,v37,188,435,98.0
G058X4I_1_1,v38,147,460,101.0
G058X4I_1_1,v39,157,560,98.0
G059X1I_1_1,v0,385,448,85.0
G059X1I_1_1,v1,278,471,81.0
G059X1I_1_1,v2,235,475,80.0
G059X1I_1_1,v3,578,496,83.0
G059X1I_1_1,v4,575,391,79.0
G059X1I_1_1,v5,531,358,77.0
G059X1I_1_1,v6,346,469,68.0
G059X1I_1_1,v7,604,465,63.0
G059X1I_1_1,v8,601,333,67.0
G059X1I_1_1,v9,652,388,63.0
G059X1I_1_1,v10,494,140,39.0
G059X1I_1_1,v11,435,153,32.0
G059X1I_1_1,v12,455,217,28.0
G059X1I_1_1,v13,379,237,12.0
G059X1I_1_1,v14,345,200,356.0
G059X1I_1_1,v15,329,270,351.0
G059X1I_1_1,v16,285,149,353.0
G059X1I_1_1,v17,578,596,333.0
G059X1I_1_1,v18,253,169,334.0
G059X1I_1_1,v19,322,365,333.0
G059X1I_1_1,v20,645,597,336.0
G059X1I_1_1,v21,251,140,330.0
G059X1I_1_1,v22,571,540,329.0
G059X1I_1_1,v23,251,295,328.0
G059X1I_1_1,v24,463,542,288.0
G059X1I_1_1,v25,569,528,273.0
G059X1I_1_1,v26,447,507,269.0
G059X1I_1_1,v27,401,528,260.0
G059X1I_1_1,v28,245,521,258.0
G059X1I_1_1,v29,392,488,257.0
G059X1I_1_1,v30,383,539,249.0
G059X1I_1_1,v31,291,522,252.0
G059X1I_1_1,v32,241,544,243.0
G059X1I_1_1,v33,461,393,243.0
G059X1I_1_1,v34,631,398,239.0
G059X1I_1_1,v35,580,310,239.0
G059X1I_1_1,v36,592,153,232.0
G059X1I_1_1,v37,640,273,234.0
G059X1I_1_1,v38,328,573,227.0
G059X1I_1_1,v39,543,175,221.0
G059X1I_1_1,v40,451,174,214.0
G059X1I_1_1,v41,256,561,217.0
G059X1I_1_1,v42,490,251,214.0
G059X1I_1_1,v43,475,311,207.0
G059X1I_1_1,v44,404,568,203.0
G059X1I_1_1,v45,616,512,207.0
G059X1I_1_1,v46,638,499,202.0
G059X1I_1_1,v47,399,190,188.0
G059X1I_1_1,v48,390,211,187.0
G059X1I_1_1,v49,437,238,189.0
G059X1I_1_1,v50,401,284,183.0
G059X1I_1_1,v51,394,310,180.0
G059X1I_1_1,v52,358,266,175.0
G059X1I_1_1,v53,393,393,170.0
G059X1I_1_1,v54,675,516,167.0
G059X1I_1_1,v55,332,238,166.0
G059X1I_1_1,v56,372,364,163.0
G059X1I_1_1,v57,672,576,158.0
G059X1I_1_1,v58,304,165,159.0
G059X1I_1_1,v59,292,108,156.0
G059X1I_1_1,v60,257,156,151.0
G059X1I_1_1,v61,641,509,148.0
G059X1I_1_1,v62,272,287,145.0
G059X1I_1_1,v63,598,534,146.0
G059X1I_1_1,v64,198,351,127.0
G059X1I_1_1,v65,515,520,119.0
G059X1I_1_1,v66,264,370,119.0
G059X1I_1_1,v67,213,400,117.0
G059X1I_1_1,v68,557,463,92.0
G060X1I_1_1,v0,510,403,80.0
G060X1I_1_1,v1,619,441,75.0
G060X1I_1_1,v2,593,407,62.0
G060X1I_1_1,v3,442,412,52.0
G060X1I_1_1,v4,538,274,33.0
G060X1I_1_1,v5,483,302,18.0
G060X1I_1_1,v6,425,223,17.0
G060X1I_1_1,v7,385,252,2.0
G060X1I_1_1,v8,436,446,355.0
G060X1I_1_1,v9,226,634,352.0
G060X1I_1_1,v10,364,249,350.0
G060X1I_1_1,v11,469,471,347.0
G060X1I_1_1,v12,237,620,340.0
G060X1I_1_1,v13,304,297,332.0
G060X1I_1_1,v14,572,601,330.0
G060X1I_1_1,v15,235,593,322.0
G060X1I_1_1,v16,207,572,321.0
G060X1I_1_1,v17,267,559,319.0
G060X1I_1_1,v18,366,580,228.0
G060X1I_1_1,v19,333,603,211.0
G060X1I_1_1,v20,315,582,211.0
G060X1I_1_1,v21,522,206,207.0
G060X1I_1_1,v22,604,251,203.0
G060X1I_1_1,v23,492,219,200.0
G060X1I_1_1,v24,505,258,202.0
G060X1I_1_1,v25,471,157,197.0
G060X1I_1_1,v26,471,289,195.0
G060X1I_1_1,v27,323,658,184.0
G060X1I_1_1,v28,382,262,169.0
G060X1I_1_1,v29,403,242,174.0
G060X1I_1_1,v30,350,288,152.0
G060X1I_1_1,v31,320,319,145.0
G060X1I_1_1,v32,343,343,139.0
G060X1I_1_1,v33,521,448,110.0
G060X1I_1_1,v34,531,426,92.0
G061X4I_1_1,v0,373,433,85.0
G061X4I_1_1,v1,298,424,83.0
G061X4I_1_1,v2,346,400,74.0
G061X4I_1_1,v3,305,491,56.0
G061X4I_1_1,v4,306,543,38.0
G061X4I_1_1,v5,376,465,266.0
G061X4I_1_1,v6,395,484,259.0
G061X4I_1_1,v7,349,440,254.0
G061X4I_1_1,v8,353,468,248.0
G061X4I_1_1,v9,309,479,247.0
G061X4I_1_1,v10,375,504,246.0
G061X4I_1_1,v11,347,530,232.0
G061X4I_1_1,v12,292,547,231.0
G061X4I_1_1,v13,313,531,230.0
G061X4I_1_1,v14,335,536,225.0
G061X4I_1_1,v15,328,588,210.0
G061X4I_1_1,v16,371,566,211.0
G061X4I_1_1,v17,339,366,200.0
G061X4I_1_1,v18,343,266,189.0
G062X9I_1_1,v0,447,383,67.0
G062X9I_1_1,v1,417,398,52.0
G062X9I_1_1,v2,435,350,46.0
G062X9I_1_1,v3,441,332,39.0
G062X9I_1_1,v4,406,266,6.0
G062X9I_1_1,v5,401,310,354.0
G062X9I_1_1,v6,397,341,344.0
G062X9I_1_1,v7,371,370,318.0
G062X9I_1_1,v8,390,515,299.0
G062X9I_1_1,v9,437,385,203.0
G062X9I_1_1,v10,441,347,187.0
G062X9I_1_1,v11,410,321,160.0
G062X9I_1_1,v12,413,343,156.0
G062X9I_1_1,v13,416,466,113.0
G062X9I_1_1,v14,443,487,111.0
G062X9I_1_1,v15,403,431,108.0
G062X9I_1_1,v16,412,419,99.0
G063X2I_1_1,v0,347,535,86.0
G063X2I_1_1,v1,439,467,81.0
G063X2I_1_1,v2,441,454,78.0
G063X2I_1_1,v3,505,415,62.0
G063X2I_1_1,v4,479,347,27.0
G063X2I_1_1,v5,430,243,1.0
G063X2I_1_1,v6,413,384,344.0
G063X2I_1_1,v7,399,326,343.0
G063X2I_1_1,v8,339,333,333.0
G063X2I_1_1,v9,339,376,316.0
G063X2I_1_1,v10,491,379,199.0
G063X2I_1_1,v11,463,313,171.0
G063X2I_1_1,v12,457,406,163.0
G063X2I_1_1,v13,427,378,152.0
G063X2I_1_1,v14,394,340,155.0
G063X2I_1_1,v15,307,317,150.0
G063X2I_1_1,v16,291,461,136.0
G063X2I_1_1,v17,337,357,138.0
G063X2I_1_1,v18,319,398,127.0
G063X2I_1_1,v19,326,453,119.0
G063X2I_1_1,v20,324,509,123.0
G063X2I_1_1,v21,355,461,113.0
G063X2I_1_1,v22,363,433,117.0
G063X2I_1_1,v23,332,522,106.0
G063X2I_1_1,v24,372,449,103.0
G063X2I_1_1,v25,391,446,104.0
G063X2I_1_1,v26,389,498,90.0
G064X1I_1_1,v0,364,296,77.0
G064X1I_1_1,v1,343,303,75.0
G064X1I_1_1,v2,414,321,51.0
G064X1I_1_1,v3,409,307,46.0
G064X1I_1_1,v4,511,328,40.0
G064X1I_1_1,v5,676,325,33.0
G064X1I_1_1,v6,397,302,354.0
G064X1I_1_1,v7,571,238,233.0
G064X1I_1_1,v8,542,256,227.0
