fingerprint,X,Y,Angle,Type
G041X6I_1_1,335,371,325.0,End
G041X6I_1_1,371,586,323.0,End
G041X6I_1_1,465,623,326.0,End
G041X6I_1_1,312,218,321.0,End
G041X6I_1_1,533,605,318.0,End
G041X6I_1_1,446,608,312.0,End
G041X6I_1_1,358,563,311.0,End
G041X6I_1_1,510,591,306.0,Bifurcation
G041X6I_1_1,389,564,305.0,End
G041X6I_1_1,469,585,305.0,Bifurcation
G041X6I_1_1,283,342,304.0,End
G041X6I_1_1,302,378,301.0,End
G041X6I_1_1,215,328,302.0,Bifurcation
G041X6I_1_1,439,575,294.0,End
G041X6I_1_1,276,390,295.0,Bifurcation
G041X6I_1_1,422,556,293.0,End
G041X6I_1_1,490,564,290.0,Bifurcation
G041X6I_1_1,542,569,290.0,End
G041X6I_1_1,460,549,285.0,Bifurcation
G041X6I_1_1,385,524,283.0,End
G041X6I_1_1,331,460,280.0,Bifurcation
G041X6I_1_1,355,503,280.0,Bifurcation
G041X6I_1_1,260,468,277.0,End
G041X6I_1_1,345,466,278.0,Bifurcation
G041X6I_1_1,343,528,272.0,End
G041X6I_1_1,371,504,275.0,Bifurcation
G041X6I_1_1,253,500,265.0,Bifurcation
G041X6I_1_1,455,484,264.0,End
G041X6I_1_1,308,522,256.0,End
G041X6I_1_1,483,452,249.0,Bifurcation
G041X6I_1_1,331,532,248.0,End
G041X6I_1_1,318,531,253.0,End
G041X6I_1_1,305,609,203.0,End
G041X6I_1_1,341,553,203.0,End
G041X6I_1_1,318,614,180.0,End
G041X6I_1_1,355,582,169.0,End
G041X6I_1_1,373,547,135.0,End
G041X6I_1_1,465,580,128.0,End
G041X6I_1_1,256,262,121.0,End
G041X6I_1_1,395,524,119.0,Bifurcation
G041X6I_1_1,291,373,122.0,Bifurcation
G041X6I_1_1,410,528,115.0,End
G041X6I_1_1,259,326,115.0,End
G041X6I_1_1,422,531,111.0,End
G041X6I_1_1,396,449,102.0,Bifurcation
G041X6I_1_1,228,442,99.0,Bifurcation
G041X6I_1_1,267,434,99.0,End
G041X6I_1_1,438,497,98.0,Bifurcation
G041X6I_1_1,447,528,100.0,End
G041X6I_1_1,433,478,99.0,End
G041X6I_1_1,465,495,94.0,End
G041X6I_1_1,375,424,90.0,End
G042X2I_1_1,438,583,79.0,Bifurcation
G042X2I_1_1,453,567,66.0,Bifurcation
G042X2I_1_1,425,540,60.0,Bifurcation
G042X2I_1_1,421,509,41.0,Bifurcation
G042X2I_1_1,413,488,22.0,End
G042X2I_1_1,393,533,14.0,Bifurcation
G042X2I_1_1,375,505,350.0,End
G042X2I_1_1,376,521,344.0,End
G042X2I_1_1,339,465,333.0,End
G042X2I_1_1,299,675,329.0,End
G042X2I_1_1,247,713,330.0,End
G042X2I_1_1,247,691,323.0,Bifurcation
G042X2I_1_1,293,631,316.0,Bifurcation
G042X2I_1_1,278,566,301.0,End
G042X2I_1_1,399,623,289.0,Bifurcation
G042X2I_1_1,439,529,223.0,Bifurcation
G042X2I_1_1,408,541,182.0,Bifurcation
G042X2I_1_1,403,465,166.0,End
G042X2I_1_1,403,529,155.0,End
G042X2I_1_1,389,503,156.0,Bifurcation
G042X2I_1_1,367,454,149.0,End
G042X2I_1_1,341,613,129.0,Bifurcation
G042X2I_1_1,304,498,127.0,End
G042X2I_1_1,319,512,118.0,End
G042X2I_1_1,388,573,104.0,Bifurcation
G042X2I_1_1,409,575,94.0,End
G042X2I_1_1,402,560,90.0,Bifurcation
G043X8I_1_1,473,404,86.0,End
G043X8I_1_1,457,370,81.0,End
G043X8I_1_1,310,314,75.0,End
G043X8I_1_1,497,414,70.0,End
G043X8I_1_1,321,311,61.0,End
G043X8I_1_1,435,275,61.0,End
G043X8I_1_1,415,275,61.0,End
G043X8I_1_1,510,440,53.0,End
G043X8I_1_1,459,296,52.0,End
G043X8I_1_1,535,387,47.0,End
G043X8I_1_1,314,300,25.0,End
G043X8I_1_1,307,230,3.0,Bifurcation
G043X8I_1_1,303,267,358.0,End
G043X8I_1_1,291,291,344.0,Bifurcation
G043X8I_1_1,297,368,314.0,End
G043X8I_1_1,327,356,289.0,Bifurcation
G043X8I_1_1,498,472,278.0,End
G043X8I_1_1,432,404,272.0,Bifurcation
G043X8I_1_1,373,320,243.0,End
G043X8I_1_1,514,332,235.0,End
G043X8I_1_1,545,490,197.0,End
G043X8I_1_1,332,308,198.0,End
G043X8I_1_1,516,471,165.0,End
G043X8I_1_1,311,336,130.0,End
G043X8I_1_1,397,355,95.0,End
G043X8I_1_1,369,338,95.0,End
G043X8I_1_1,500,442,94.0,End
G044X7I_1_1,277,580,85.0,End
G044X7I_1_1,265,576,88.0,End
G044X7I_1_1,295,582,78.0,Bifurcation
G044X7I_1_1,164,590,74.0,End
G044X7I_1_1,293,636,75.0,End
G044X7I_1_1,175,599,63.0,End
G044X7I_1_1,187,573,65.0,Bifurcation
G044X7I_1_1,329,597,57.0,End
G044X7I_1_1,315,540,56.0,Bifurcation
G044X7I_1_1,386,535,36.0,End
G044X7I_1_1,285,726,358.0,Bifurcation
G044X7I_1_1,225,663,352.0,End
G044X7I_1_1,246,675,342.0,End
G044X7I_1_1,230,645,337.0,End
G044X7I_1_1,278,679,333.0,Bifurcation
G044X7I_1_1,226,617,321.0,End
G044X7I_1_1,219,587,262.0,End
G044X7I_1_1,187,639,241.0,Bifurcation
G044X7I_1_1,387,657,226.0,End
G044X7I_1_1,376,668,218.0,End
G044X7I_1_1,341,669,216.0,End
G044X7I_1_1,369,692,206.0,End
G044X7I_1_1,360,708,188.0,Bifurcation
G044X7I_1_1,322,736,181.0,Bifurcation
G044X7I_1_1,323,680,180.0,Bifurcation
G044X7I_1_1,271,628,126.0,Bifurcation
G044X7I_1_1,252,601,123.0,Bifurcation
G044X7I_1_1,238,574,93.0,Bifurcation
G045X9I_1_1,409,340,49.0,End
G045X9I_1_1,392,400,42.0,End
G045X9I_1_1,344,383,11.0,Bifurcation
G045X9I_1_1,495,568,349.0,End
G045X9I_1_1,355,478,328.0,Bifurcation
G045X9I_1_1,348,470,323.0,Bifurcation
G045X9I_1_1,354,436,306.0,End
G045X9I_1_1,325,415,307.0,End
G045X9I_1_1,427,410,233.0,End
G045X9I_1_1,446,337,226.0,End
G045X9I_1_1,514,395,223.0,End
G045X9I_1_1,397,429,225.0,End
G045X9I_1_1,391,327,215.0,End
G045X9I_1_1,445,435,215.0,End
G045X9I_1_1,505,416,215.0,Bifurcation
G045X9I_1_1,408,407,217.0,End
G045X9I_1_1,435,463,206.0,Bifurcation
G045X9I_1_1,402,449,204.0,Bifurcation
G045X9I_1_1,519,439,208.0,End
G045X9I_1_1,459,456,201.0,End
G045X9I_1_1,495,460,196.0,End
G045X9I_1_1,526,450,196.0,Bifurcation
G045X9I_1_1,402,467,188.0,End
G045X9I_1_1,495,498,184.0,End
G045X9I_1_1,456,471,185.0,End
G045X9I_1_1,567,472,179.0,End
G045X9I_1_1,535,482,178.0,Bifurcation
G045X9I_1_1,487,516,173.0,Bifurcation
G045X9I_1_1,473,563,165.0,End
G045X9I_1_1,439,529,163.0,End
G045X9I_1_1,377,484,156.0,Bifurcation
G045X9I_1_1,372,460,147.0,End
G045X9I_1_1,361,416,118.0,Bifurcation
G046X1I_1_1,567,573,86.0,End
G046X1I_1_1,261,523,88.0,End
G046X1I_1_1,444,469,79.0,End
G046X1I_1_1,347,478,82.0,End
G046X1I_1_1,522,519,84.0,Bifurcation
G046X1I_1_1,484,467,75.0,Bifurcation
G046X1I_1_1,529,476,69.0,End
G046X1I_1_1,298,540,70.0,End
G046X1I_1_1,537,498,72.0,Bifurcation
G046X1I_1_1,371,470,67.0,End
G046X1I_1_1,289,561,66.0,Bifurcation
G046X1I_1_1,305,527,66.0,End
G046X1I_1_1,575,387,59.0,End
G046X1I_1_1,477,428,61.0,End
G046X1I_1_1,588,479,59.0,Bifurcation
G046X1I_1_1,570,430,54.0,End
G046X1I_1_1,640,274,56.0,End
G046X1I_1_1,398,422,53.0,End
G046X1I_1_1,624,382,46.0,End
G046X1I_1_1,601,538,41.0,Bifurcation
G046X1I_1_1,585,563,39.0,End
G046X1I_1_1,352,549,38.0,Bifurcation
G046X1I_1_1,632,500,26.0,End
G046X1I_1_1,382,556,337.0,End
G046X1I_1_1,555,629,295.0,End
G046X1I_1_1,325,586,238.0,Bifurcation
G046X1I_1_1,673,322,237.0,End
G046X1I_1_1,614,318,237.0,End
G046X1I_1_1,596,378,232.0,Bifurcation
G046X1I_1_1,625,528,230.0,Bifurcation
G046X1I_1_1,360,567,217.0,Bifurcation
G046X1I_1_1,603,579,216.0,End
G046X1I_1_1,678,429,218.0,End
G046X1I_1_1,652,488,216.0,End
G046X1I_1_1,416,551,149.0,Bifurcation
G046X1I_1_1,343,397,144.0,End
G046X1I_1_1,479,601,139.0,End
G046X1I_1_1,348,437,129.0,End
G046X1I_1_1,440,525,113.0,End
G046X1I_1_1,299,464,110.0,Bifurcation
G046X1I_1_1,428,500,110.0,Bifurcation
G046X1I_1_1,475,530,102.0,End
G046X1I_1_1,317,455,103.0,End
G046X1I_1_1,577,594,99.0,End
G046X1I_1_1,563,576,99.0,End
G046X1I_1_1,555,551,93.0,End
G046X1I_1_1,331,461,94.0,End
G047X4I_1_1,365,461,20.0,End
G047X4I_1_1,359,487,19.0,End
G047X4I_1_1,312,484,20.0,End
G047X4I_1_1,335,486,14.0,End
G047X4I_1_1,475,282,8.0,End
G047X4I_1_1,449,263,353.0,End
G047X4I_1_1,337,465,351.0,End
G047X4I_1_1,289,439,346.0,End
G047X4I_1_1,435,134,344.0,End
G047X4I_1_1,319,448,345.0,End
G047X4I_1_1,430,179,341.0,End
G047X4I_1_1,312,440,336.0,End
G047X4I_1_1,393,167,327.0,End
G047X4I_1_1,298,300,327.0,End
G047X4I_1_1,420,171,330.0,End
G047X4I_1_1,371,240,321.0,End
G047X4I_1_1,301,163,321.0,End
G047X4I_1_1,313,262,326.0,End
G047X4I_1_1,273,352,325.0,End
G047X4I_1_1,307,350,324.0,End
G047X4I_1_1,362,439,321.0,End
G047X4I_1_1,337,344,322.0,End
G047X4I_1_1,318,416,322.0,End
G047X4I_1_1,297,202,321.0,End
G047X4I_1_1,275,228,321.0,End
G047X4I_1_1,295,129,323.0,End
G047X4I_1_1,345,131,318.0,End
G047X4I_1_1,351,359,317.0,End
G047X4I_1_1,399,324,318.0,End
G047X4I_1_1,347,283,319.0,End
G047X4I_1_1,389,141,318.0,End
G047X4I_1_1,389,277,316.0,End
G047X4I_1_1,287,113,311.0,End
G047X4I_1_1,393,361,315.0,End
G047X4I_1_1,439,394,314.0,End
G047X4I_1_1,393,457,263.0,End
G047X4I_1_1,440,463,262.0,End
G047X4I_1_1,418,485,251.0,End
G047X4I_1_1,502,387,242.0,End
G047X4I_1_1,515,353,239.0,End
G047X4I_1_1,402,485,225.0,End
G047X4I_1_1,395,515,213.0,End
G047X4I_1_1,381,487,204.0,End
G047X4I_1_1,476,371,175.0,End
G047X4I_1_1,473,333,162.0,End
G047X4I_1_1,381,443,157.0,End
G047X4I_1_1,453,271,155.0,End
G047X4I_1_1,429,149,148.0,End
G047X4I_1_1,452,309,151.0,End
G047X4I_1_1,268,160,143.0,End
G047X4I_1_1,338,274,145.0,End
G047X4I_1_1,356,305,144.0,End
G047X4I_1_1,363,346,141.0,End
G047X4I_1_1,395,217,145.0,End
G047X4I_1_1,367,265,139.0,End
G047X4I_1_1,409,256,138.0,End
G047X4I_1_1,391,423,133.0,End
G047X4I_1_1,363,362,134.0,End
G047X4I_1_1,314,122,133.0,End
G047X4I_1_1,315,179,134.0,End
G047X4I_1_1,408,401,121.0,End
G047X4I_1_1,377,345,113.0,End
G047X4I_1_1,415,403,118.0,End
G047X4I_1_1,441,414,96.0,End
G049X3I_1_1,357,421,89.0,End
G049X3I_1_1,380,402,82.0,End
G049X3I_1_1,384,396,76.0,End
G049X3I_1_1,436,339,57.0,End
G049X3I_1_1,385,385,53.0,Bifurcation
G049X3I_1_1,463,379,55.0,Bifurcation
G049X3I_1_1,388,281,24.0,Bifurcation
G049X3I_1_1,369,305,15.0,End
G049X3I_1_1,352,246,4.0,Bifurcation
G049X3I_1_1,357,216,0.0,End
G049X3I_1_1,343,321,342.0,Bifurcation
G049X3I_1_1,318,296,331.0,Bifurcation
G049X3I_1_1,313,385,294.0,End
G049X3I_1_1,446,389,243.0,End
G049X3I_1_1,462,363,234.0,End
G049X3I_1_1,408,291,207.0,Bifurcation
G049X3I_1_1,409,327,200.0,Bifurcation
G049X3I_1_1,388,247,182.0,Bifurcation
G049X3I_1_1,357,263,176.0,Bifurcation
G049X3I_1_1,391,292,178.0,Bifurcation
G049X3I_1_1,368,312,163.0,Bifurcation
G049X3I_1_1,323,275,141.0,End
G049X3I_1_1,333,314,136.0,End
G049X3I_1_1,359,363,118.0,End
G049X3I_1_1,328,392,111.0,Bifurcation
G050X7I_1_1,426,367,87.0,Bifurcation
G050X7I_1_1,488,460,85.0,End
G050X7I_1_1,473,395,87.0,Bifurcation
G050X7I_1_1,479,345,75.0,End
G050X7I_1_1,447,572,4.0,End
G050X7I_1_1,294,590,352.0,End
G050X7I_1_1,413,589,352.0,End
G050X7I_1_1,277,575,340.0,End
G050X7I_1_1,334,566,341.0,Bifurcation
G050X7I_1_1,364,556,335.0,End
G050X7I_1_1,338,544,335.0,Bifurcation
G050X7I_1_1,461,558,327.0,End
G050X7I_1_1,399,550,327.0,End
G050X7I_1_1,384,553,328.0,End
G050X7I_1_1,284,531,324.0,End
G050X7I_1_1,339,527,324.0,Bifurcation
G050X7I_1_1,439,555,324.0,End
G050X7I_1_1,299,502,320.0,End
G050X7I_1_1,274,508,307.0,End
G050X7I_1_1,453,538,307.0,End
G050X7I_1_1,384,500,306.0,Bifurcation
G050X7I_1_1,396,508,307.0,End
G050X7I_1_1,321,608,173.0,End
G050X7I_1_1,406,394,100.0,Bifurcation
G050X7I_1_1,479,494,99.0,End
G050X7I_1_1,464,464,99.0,Bifurcation
G050X7I_1_1,447,421,93.0,Bifurcation
G051X6I_1_1,305,534,89.0,End
G051X6I_1_1,337,468,87.0,End
G051X6I_1_1,486,378,86.0,Bifurcation
G051X6I_1_1,439,442,81.0,End
G051X6I_1_1,423,453,74.0,End
G051X6I_1_1,311,566,54.0,End
G051X6I_1_1,395,686,2.0,End
G051X6I_1_1,263,624,5.0,Bifurcation
G051X6I_1_1,419,628,0.0,End
G051X6I_1_1,346,659,359.0,End
G051X6I_1_1,273,611,356.0,End
G051X6I_1_1,285,594,343.0,End
G051X6I_1_1,459,312,310.0,Bifurcation
G051X6I_1_1,154,337,306.0,Bifurcation
G051X6I_1_1,446,300,300.0,Bifurcation
G051X6I_1_1,199,345,297.0,Bifurcation
G051X6I_1_1,253,572,297.0,End
G051X6I_1_1,190,512,295.0,End
G051X6I_1_1,195,279,297.0,End
G051X6I_1_1,320,286,292.0,End
G051X6I_1_1,235,483,287.0,End
G051X6I_1_1,233,401,291.0,End
G051X6I_1_1,390,235,289.0,End
G051X6I_1_1,248,363,288.0,End
G051X6I_1_1,423,372,282.0,End
G051X6I_1_1,289,280,286.0,End
G051X6I_1_1,343,360,284.0,End
G051X6I_1_1,150,254,283.0,End
G051X6I_1_1,391,358,284.0,End
G051X6I_1_1,291,200,278.0,End
G051X6I_1_1,297,403,277.0,End
G051X6I_1_1,311,226,276.0,End
G051X6I_1_1,367,300,276.0,End
G051X6I_1_1,380,276,277.0,End
G051X6I_1_1,266,209,271.0,End
G051X6I_1_1,501,504,274.0,Bifurcation
G051X6I_1_1,441,460,265.0,End
G051X6I_1_1,487,423,267.0,Bifurcation
G051X6I_1_1,375,456,263.0,End
G051X6I_1_1,453,456,262.0,End
G051X6I_1_1,482,534,256.0,End
G051X6I_1_1,429,466,258.0,End
G051X6I_1_1,416,504,248.0,End
G051X6I_1_1,445,551,242.0,End
G051X6I_1_1,352,564,237.0,End
G051X6I_1_1,420,569,231.0,Bifurcation
G051X6I_1_1,466,559,227.0,End
G051X6I_1_1,392,569,227.0,Bifurcation
G051X6I_1_1,476,552,226.0,End
G051X6I_1_1,363,600,205.0,Bifurcation
G051X6I_1_1,347,608,202.0,End
G051X6I_1_1,439,601,193.0,End
G051X6I_1_1,402,592,195.0,Bifurcation
G051X6I_1_1,321,636,188.0,End
G051X6I_1_1,453,640,182.0,End
G051X6I_1_1,403,640,184.0,End
G051X6I_1_1,357,648,180.0,Bifurcation
G051X6I_1_1,291,674,173.0,Bifurcation
G051X6I_1_1,222,549,137.0,Bifurcation
G051X6I_1_1,180,326,121.0,End
G051X6I_1_1,223,288,114.0,End
G051X6I_1_1,259,309,115.0,End
G051X6I_1_1,175,459,116.0,End
G051X6I_1_1,249,364,114.0,End
G051X6I_1_1,298,253,107.0,End
G051X6I_1_1,274,265,111.0,Bifurcation
G051X6I_1_1,210,372,112.0,End
G051X6I_1_1,292,302,106.0,End
G051X6I_1_1,350,330,105.0,End
G051X6I_1_1,227,449,104.0,End
G051X6I_1_1,269,504,106.0,End
G051X6I_1_1,259,401,106.0,End
G051X6I_1_1,277,430,102.0,End
G051X6I_1_1,298,392,98.0,End
G051X6I_1_1,377,236,98.0,Bifurcation
G051X6I_1_1,310,403,96.0,End
G051X6I_1_1,303,353,101.0,End
G051X6I_1_1,530,424,93.0,End
G051X6I_1_1,380,402,93.0,End
G051X6I_1_1,266,161,92.0,End
G051X6I_1_1,337,224,92.0,End
G051X6I_1_1,291,514,91.0,End
G052X9I_1_1,443,602,78.0,Bifurcation
G052X9I_1_1,468,609,72.0,End
G052X9I_1_1,497,613,63.0,End
G052X9I_1_1,472,523,52.0,End
G052X9I_1_1,481,471,45.0,End
G052X9I_1_1,493,444,27.0,End
G052X9I_1_1,414,478,17.0,End
G052X9I_1_1,349,413,343.0,Bifurcation
G052X9I_1_1,371,493,329.0,End
G052X9I_1_1,390,539,329.0,Bifurcation
G052X9I_1_1,396,564,313.0,End
G052X9I_1_1,248,373,310.0,End
G052X9I_1_1,231,481,302.0,End
G052X9I_1_1,229,426,297.0,End
G052X9I_1_1,262,570,282.0,End
G052X9I_1_1,286,496,285.0,End
G052X9I_1_1,341,558,279.0,End
G052X9I_1_1,465,503,222.0,End
G052X9I_1_1,441,521,213.0,End
G052X9I_1_1,448,413,197.0,End
G052X9I_1_1,422,550,151.0,Bifurcation
G052X9I_1_1,342,382,148.0,Bifurcation
G052X9I_1_1,359,439,140.0,Bifurcation
G052X9I_1_1,244,494,113.0,End
G052X9I_1_1,275,486,108.0,End
G052X9I_1_1,269,550,100.0,End
G052X9I_1_1,345,517,101.0,Bifurcation
G053X6I_1_1,533,514,85.0,Bifurcation
G053X6I_1_1,415,455,87.0,Bifurcation
G053X6I_1_1,461,467,83.0,Bifurcation
G053X6I_1_1,452,470,84.0,Bifurcation
G053X6I_1_1,486,481,81.0,End
G053X6I_1_1,521,485,77.0,Bifurcation
G053X6I_1_1,473,424,68.0,Bifurcation
G053X6I_1_1,498,430,65.0,Bifurcation
G053X6I_1_1,531,461,63.0,End
G053X6I_1_1,546,442,57.0,End
G053X6I_1_1,538,457,57.0,Bifurcation
G053X6I_1_1,517,364,51.0,End
G053X6I_1_1,555,373,46.0,End
G053X6I_1_1,512,649,347.0,End
G053X6I_1_1,446,668,345.0,End
G053X6I_1_1,583,603,342.0,End
G053X6I_1_1,534,619,341.0,End
G053X6I_1_1,564,569,337.0,End
G053X6I_1_1,558,583,333.0,Bifurcation
G053X6I_1_1,450,620,323.0,Bifurcation
G053X6I_1_1,520,603,317.0,End
G053X6I_1_1,500,593,310.0,End
G053X6I_1_1,530,574,306.0,End
G053X6I_1_1,448,602,297.0,Bifurcation
G053X6I_1_1,426,616,298.0,End
G053X6I_1_1,389,573,294.0,Bifurcation
G053X6I_1_1,511,570,291.0,End
G053X6I_1_1,346,593,291.0,End
G053X6I_1_1,486,597,289.0,End
G053X6I_1_1,375,590,285.0,End
G053X6I_1_1,475,563,280.0,End
G053X6I_1_1,471,497,259.0,End
G053X6I_1_1,577,498,234.0,End
G053X6I_1_1,626,496,210.0,End
G053X6I_1_1,600,540,202.0,End
G053X6I_1_1,589,553,193.0,End
G053X6I_1_1,479,659,164.0,End
G053X6I_1_1,602,584,154.0,Bifurcation
G053X6I_1_1,588,571,156.0,End
G053X6I_1_1,570,552,135.0,End
G053X6I_1_1,451,569,117.0,End
G053X6I_1_1,486,563,111.0,Bifurcation
G053X6I_1_1,347,503,104.0,End
G053X6I_1_1,416,535,104.0,Bifurcation
G053X6I_1_1,545,532,101.0,End
G055X3I_1_1,409,356,59.0,Bifurcation
G055X3I_1_1,430,379,61.0,Bifurcation
G055X3I_1_1,357,400,53.0,End
G055X3I_1_1,337,437,47.0,End
G055X3I_1_1,488,217,49.0,End
G055X3I_1_1,390,422,45.0,End
G055X3I_1_1,324,224,12.0,End
G055X3I_1_1,427,405,241.0,Bifurcation
G055X3I_1_1,487,362,231.0,Bifurcation
G055X3I_1_1,394,409,231.0,Bifurcation
G055X3I_1_1,466,448,229.0,Bifurcation
G055X3I_1_1,386,441,226.0,Bifurcation
G055X3I_1_1,494,427,230.0,End
G055X3I_1_1,445,458,224.0,End
G055X3I_1_1,478,218,221.0,Bifurcation
G055X3I_1_1,443,158,223.0,Bifurcation
G055X3I_1_1,438,236,219.0,Bifurcation
G055X3I_1_1,344,483,216.0,End
G055X3I_1_1,409,270,213.0,Bifurcation
G055X3I_1_1,402,235,212.0,Bifurcation
G055X3I_1_1,407,452,204.0,End
G055X3I_1_1,352,155,200.0,End
G055X3I_1_1,353,258,193.0,End
G055X3I_1_1,439,476,189.0,Bifurcation
G055X3I_1_1,502,469,190.0,End
G055X3I_1_1,489,494,183.0,End
G055X3I_1_1,439,508,179.0,End
G055X3I_1_1,477,524,169.0,End
G055X3I_1_1,369,391,172.0,End
G055X3I_1_1,316,318,155.0,End
G055X3I_1_1,313,383,106.0,End
G056X9I_1_1,458,355,81.0,End
G056X9I_1_1,467,259,18.0,End
G056X9I_1_1,465,235,9.0,End
G056X9I_1_1,417,150,355.0,End
G056X9I_1_1,415,533,337.0,End
G056X9I_1_1,388,513,328.0,End
G056X9I_1_1,391,527,331.0,End
G056X9I_1_1,428,522,327.0,End
G056X9I_1_1,428,325,326.0,End
G056X9I_1_1,366,253,319.0,Bifurcation
G056X9I_1_1,358,205,320.0,Bifurcation
G056X9I_1_1,344,142,318.0,Bifurcation
G056X9I_1_1,405,484,310.0,End
G056X9I_1_1,341,169,314.0,End
G056X9I_1_1,364,493,312.0,End
G056X9I_1_1,373,265,314.0,End
G056X9I_1_1,303,343,307.0,End
G056X9I_1_1,300,249,304.0,Bifurcation
G056X9I_1_1,312,273,301.0,Bifurcation
G056X9I_1_1,296,176,301.0,End
G056X9I_1_1,437,463,300.0,End
G056X9I_1_1,429,452,281.0,Bifurcation
G056X9I_1_1,409,458,278.0,End
G056X9I_1_1,427,156,178.0,End
G056X9I_1_1,470,217,180.0,End
G056X9I_1_1,464,246,174.0,End
G056X9I_1_1,468,225,173.0,Bifurcation
G056X9I_1_1,427,143,174.0,End
G056X9I_1_1,448,279,155.0,End
G056X9I_1_1,396,231,148.0,End
G056X9I_1_1,372,257,139.0,End
G056X9I_1_1,367,129,137.0,Bifurcation
G056X9I_1_1,325,311,125.0,End
G056X9I_1_1,399,320,119.0,End
G056X9I_1_1,340,378,118.0,Bifurcation
G056X9I_1_1,479,433,116.0,End
G056X9I_1_1,366,362,110.0,End
G056X9I_1_1,361,435,109.0,Bifurcation
G056X9I_1_1,455,362,96.0,End
G056X9I_1_1,487,395,94.0,End
G057X4I_1_1,510,450,79.0,End
G057X4I_1_1,516,444,81.0,End
G057X4I_1_1,528,458,61.0,End
G057X4I_1_1,494,549,355.0,Bifurcation
G057X4I_1_1,432,300,333.0,End
G057X4I_1_1,480,532,328.0,End
G057X4I_1_1,447,582,327.0,Bifurcation
G057X4I_1_1,457,516,317.0,End
G057X4I_1_1,395,302,313.0,Bifurcation
G057X4I_1_1,416,363,308.0,End
G057X4I_1_1,454,429,306.0,Bifurcation
G057X4I_1_1,452,560,309.0,End
G057X4I_1_1,425,526,303.0,End
G057X4I_1_1,398,516,295.0,Bifurcation
G057X4I_1_1,538,493,190.0,End
G057X4I_1_1,527,558,176.0,Bifurcation
G057X4I_1_1,428,334,129.0,Bifurcation
G057X4I_1_1,444,372,128.0,End
G057X4I_1_1,506,460,122.0,End
G058X4I_1_1,233,455,82.0,End
G058X4I_1_1,338,497,84.0,End
G058X4I_1_1,205,471,77.0,Bifurcation
G058X4I_1_1,176,520,71.0,End
G058X4I_1_1,239,480,67.0,End
G058X4I_1_1,160,572,57.0,End
G058X4I_1_1,219,541,56.0,Bifurcation
G058X4I_1_1,310,391,46.0,End
G058X4I_1_1,251,521,46.0,Bifurcation
G058X4I_1_1,254,571,33.0,End
G058X4I_1_1,285,567,20.0,Bifurcation
G058X4I_1_1,261,338,12.0,End
G058X4I_1_1,246,320,2.0,Bifurcation
G058X4I_1_1,240,398,350.0,End
G058X4I_1_1,187,297,341.0,End
G058X4I_1_1,143,352,328.0,End
G058X4I_1_1,224,449,306.0,End
G058X4I_1_1,237,476,268.0,End
G058X4I_1_1,177,599,222.0,Bifurcation
G058X4I_1_1,261,594,221.0,End
G058X4I_1_1,221,594,222.0,Bifurcation
G058X4I_1_1,241,599,219.0,End
G058X4I_1_1,283,585,214.0,End
G058X4I_1_1,202,601,216.0,End
G058X4I_1_1,306,404,211.0,End
G058X4I_1_1,250,624,194.0,End
G058X4I_1_1,223,632,186.0,End
G058X4I_1_1,191,612,187.0,Bifurcation
G058X4I_1_1,294,341,189.0,Bifurcation
G058X4I_1_1,171,625,171.0,End
G058X4I_1_1,237,383,158.0,End
G058X4I_1_1,107,408,123.0,End
G058X4I_1_1,115,465,106.0,Bifurcation
G058X4I_1_1,145,548,106.0,End
G058X4I_1_1,319,500,104.0,Bifurcation
G058X4I_1_1,139,516,102.0,End
G058X4I_1_1,304,482,103.0,End
G058X4I_1_1,188,435,98.0,End
G058X4I_1_1,147,460,101.0,Bifurcation
G058X4I_1_1,157,560,98.0,End
G059X1I_1_1,385,448,85.0,End
G059X1I_1_1,278,471,81.0,End
G059X1I_1_1,235,475,80.0,End
G059X1I_1_1,578,496,83.0,End
G059X1I_1_1,575,391,79.0,End
G059X1I_1_1,531,358,77.0,End
G059X1I_1_1,346,469,68.0,End
G059X1I_1_1,604,465,63.0,End
G059X1I_1_1,601,333,67.0,End
G059X1I_1_1,652,388,63.0,End
G059X1I_1_1,494,140,39.0,End
G059X1I_1_1,435,153,32.0,End
G059X1I_1_1,455,217,28.0,End
G059X1I_1_1,379,237,12.0,End
G059X1I_1_1,345,200,356.0,Bifurcation
G059X1I_1_1,329,270,351.0,End
G059X1I_1_1,285,149,353.0,End
G059X1I_1_1,578,596,333.0,End
G059X1I_1_1,253,169,334.0,End
G059X1I_1_1,322,365,333.0,End
G059X1I_1_1,645,597,336.0,End
G059X1I_1_1,251,140,330.0,End
G059X1I_1_1,571,540,329.0,End
G059X1I_1_1,251,295,328.0,End
G059X1I_1_1,463,542,288.0,End
G059X1I_1_1,569,528,273.0,End
G059X1I_1_1,447,507,269.0,End
G059X1I_1_1,401,528,260.0,End
G059X1I_1_1,245,521,258.0,End
G059X1I_1_1,392,488,257.0,End
G059X1I_1_1,383,539,249.0,End
G059X1I_1_1,291,522,252.0,End
G059X1I_1_1,241,544,243.0,End
G059X1I_1_1,461,393,243.0,End
G059X1I_1_1,631,398,239.0,End
G059X1I_1_1,580,310,239.0,Bifurcation
G059X1I_1_1,592,153,232.0,Bifurcation
G059X1I_1_1,640,273,234.0,Bifurcation
G059X1I_1_1,328,573,227.0,End
G059X1I_1_1,543,175,221.0,Bifurcation
