"","fingerprint","minutia","x","y","angle","score_change"
"B123X1I_1_1#v16","B123X1I_1_1","v16",386,537,231,0.244711011
"B123X1I_1_1#v17","B123X1I_1_1","v17",356,536,220,-0.01746852
"B123X1I_1_1#v18","B123X1I_1_1","v18",310,496,224,-0.261870023
"B123X1I_1_1#v19","B123X1I_1_1","v19",396,562,217,0.062241191
"B123X1I_1_1#v20","B123X1I_1_1","v20",420,555,216,0.095352777
"B123X1I_1_1#v21","B123X1I_1_1","v21",479,529,210,0.110038383
"B123X1I_1_1#v22","B123X1I_1_1","v22",302,522,210,-0.127909012
"B123X1I_1_1#v23","B123X1I_1_1","v23",330,541,213,-0.089251235
"B123X1I_1_1#v24","B123X1I_1_1","v24",459,547,208,0.097820955
"B123X1I_1_1#v25","B123X1I_1_1","v25",451,320,196,0.103768911
"B123X1I_1_1#v26","B123X1I_1_1","v26",433,386,184,-0.236908916
"B123X1I_1_1#v27","B123X1I_1_1","v27",427,365,178,0.090820028
"B123X1I_1_1#v28","B123X1I_1_1","v28",400,374,130,-0.044379091
"B123X1I_1_1#v29","B123X1I_1_1","v29",325,355,127,-0.174996963
"B123X1I_1_1#v30","B123X1I_1_1","v30",324,384,125,-0.182512657
"B123X1I_1_1#v31","B123X1I_1_1","v31",367,370,121,-0.140901026
"B123X1I_1_1#v32","B123X1I_1_1","v32",311,425,96,-0.267184659
"B124X5I_1_1#v0","B124X5I_1_1","v0",360,332,24,0
"B124X5I_1_1#v1","B124X5I_1_1","v1",377,282,24,0
"B124X5I_1_1#v2","B124X5I_1_1","v2",328,372,13,0
"B124X5I_1_1#v3","B124X5I_1_1","v3",460,502,237,0
"B124X5I_1_1#v4","B124X5I_1_1","v4",357,417,214,0
"B124X5I_1_1#v5","B124X5I_1_1","v5",342,376,199,0.630824005
"B124X5I_1_1#v6","B124X5I_1_1","v6",396,291,201,0
"B124X5I_1_1#v7","B124X5I_1_1","v7",366,284,196,0
"B126X1I_1_1#v0","B126X1I_1_1","v0",333,421,86,-0.031188195
"B126X1I_1_1#v1","B126X1I_1_1","v1",289,500,81,-0.174602096
"B126X1I_1_1#v2","B126X1I_1_1","v2",293,528,44,-0.111332243
"B126X1I_1_1#v3","B126X1I_1_1","v3",489,595,352,-0.182439042
"B126X1I_1_1#v4","B126X1I_1_1","v4",276,575,344,0.005669037
"B126X1I_1_1#v5","B126X1I_1_1","v5",458,653,346,-0.235061885
"B126X1I_1_1#v6","B126X1I_1_1","v6",273,599,342,-0.011627719
"B126X1I_1_1#v7","B126X1I_1_1","v7",261,568,316,-0.019355732
"B126X1I_1_1#v8","B126X1I_1_1","v8",239,514,288,-0.07500733
"B126X1I_1_1#v9","B126X1I_1_1","v9",416,522,228,-0.110730169
"B126X1I_1_1#v10","B126X1I_1_1","v10",340,539,230,0.024705144
"B126X1I_1_1#v11","B126X1I_1_1","v11",409,549,218,-0.124219895
"B126X1I_1_1#v12","B126X1I_1_1","v12",394,569,218,-0.052986424
"B126X1I_1_1#v13","B126X1I_1_1","v13",351,564,215,-0.120675425
"B126X1I_1_1#v14","B126X1I_1_1","v14",310,553,203,-0.204972661
"B126X1I_1_1#v15","B126X1I_1_1","v15",383,592,200,-0.102665144
"B126X1I_1_1#v16","B126X1I_1_1","v16",431,595,196,0.039079579
"B126X1I_1_1#v17","B126X1I_1_1","v17",495,579,193,-0.070715375
"B126X1I_1_1#v18","B126X1I_1_1","v18",474,581,192,0.059702778
"B126X1I_1_1#v19","B126X1I_1_1","v19",453,620,186,-0.208634819
"B126X1I_1_1#v20","B126X1I_1_1","v20",420,619,191,-0.068135634
"B126X1I_1_1#v21","B126X1I_1_1","v21",470,596,187,-0.151992402
"B126X1I_1_1#v22","B126X1I_1_1","v22",396,633,185,-0.040340948
"B126X1I_1_1#v23","B126X1I_1_1","v23",329,601,181,-0.279194619
"B126X1I_1_1#v24","B126X1I_1_1","v24",407,649,176,-0.054215538
"B126X1I_1_1#v25","B126X1I_1_1","v25",544,571,179,0.079376239
"B126X1I_1_1#v26","B126X1I_1_1","v26",359,659,175,-0.016920055
"B126X1I_1_1#v27","B126X1I_1_1","v27",517,590,170,-0.070618702
"B126X1I_1_1#v28","B126X1I_1_1","v28",409,681,170,-0.004596225
"B126X1I_1_1#v29","B126X1I_1_1","v29",486,647,164,-0.146143229
"B126X1I_1_1#v30","B126X1I_1_1","v30",365,223,161,0.06003521
"B126X1I_1_1#v31","B126X1I_1_1","v31",291,584,162,-0.030296355
"B126X1I_1_1#v32","B126X1I_1_1","v32",471,680,156,0.052982178
"B126X1I_1_1#v33","B126X1I_1_1","v33",362,265,151,0.06003521
"B126X1I_1_1#v34","B126X1I_1_1","v34",495,681,151,-0.034030601
"B126X1I_1_1#v35","B126X1I_1_1","v35",221,439,114,0.101887697
"B126X1I_1_1#v36","B126X1I_1_1","v36",211,399,117,0.095523978
"B126X1I_1_1#v37","B126X1I_1_1","v37",307,381,107,-0.030764951
"B126X1I_1_1#v38","B126X1I_1_1","v38",261,364,112,-0.00828131
"B126X1I_1_1#v39","B126X1I_1_1","v39",247,441,104,-0.019995916
"B126X1I_1_1#v40","B126X1I_1_1","v40",271,443,98,-0.023605268
"B126X1I_1_1#v41","B126X1I_1_1","v41",323,385,97,-0.063985001
"B126X1I_1_1#v42","B126X1I_1_1","v42",285,428,96,0.080388442
"B126X1I_1_1#v43","B126X1I_1_1","v43",282,519,93,-0.219772881
"B127X6I_1_1#v0","B127X6I_1_1","v0",444,591,322,0.028239561
"B127X6I_1_1#v1","B127X6I_1_1","v1",473,550,318,0.250339401
"B127X6I_1_1#v2","B127X6I_1_1","v2",525,574,308,0.073874753
"B127X6I_1_1#v3","B127X6I_1_1","v3",433,517,143,-0.226775889
"B127X6I_1_1#v4","B127X6I_1_1","v4",297,347,136,-0.005762179
"B127X6I_1_1#v5","B127X6I_1_1","v5",274,316,135,-0.011272977
"B127X6I_1_1#v6","B127X6I_1_1","v6",473,526,131,-0.099854477
"B127X6I_1_1#v7","B127X6I_1_1","v7",427,438,129,-0.156484852
"B127X6I_1_1#v8","B127X6I_1_1","v8",321,370,126,-0.021110063
"B127X6I_1_1#v9","B127X6I_1_1","v9",239,404,122,0.059733479
"B127X6I_1_1#v10","B127X6I_1_1","v10",526,469,106,0.028853376
"B127X6I_1_1#v11","B127X6I_1_1","v11",471,434,101,-0.24733035
"B129X7I_1_1#v0","B129X7I_1_1","v0",393,355,89,0.040008272
"B129X7I_1_1#v1","B129X7I_1_1","v1",335,303,86,0.019472149
"B129X7I_1_1#v2","B129X7I_1_1","v2",326,343,83,-0.02699104
"B129X7I_1_1#v3","B129X7I_1_1","v3",424,317,75,0.015139475
"B129X7I_1_1#v4","B129X7I_1_1","v4",455,385,76,0.034179951
"B129X7I_1_1#v5","B129X7I_1_1","v5",396,303,69,0.012175456
"B129X7I_1_1#v6","B129X7I_1_1","v6",463,347,62,0.00664188
"B129X7I_1_1#v7","B129X7I_1_1","v7",396,245,57,0.018837389
"B129X7I_1_1#v8","B129X7I_1_1","v8",435,228,47,0.007468404
"B129X7I_1_1#v9","B129X7I_1_1","v9",365,231,31,0.015139475
"B129X7I_1_1#v10","B129X7I_1_1","v10",323,232,14,0.015139475
"B129X7I_1_1#v11","B129X7I_1_1","v11",323,207,6,0.015139475
"B129X7I_1_1#v12","B129X7I_1_1","v12",288,487,354,0.01094482
"B129X7I_1_1#v13","B129X7I_1_1","v13",291,199,348,0.015139475
"B129X7I_1_1#v14","B129X7I_1_1","v14",438,519,346,-0.016350319
"B129X7I_1_1#v15","B129X7I_1_1","v15",241,415,334,0.093459331
"B129X7I_1_1#v16","B129X7I_1_1","v16",300,275,332,0.026581922
"B129X7I_1_1#v17","B129X7I_1_1","v17",411,524,330,0.010374491
"B129X7I_1_1#v18","B129X7I_1_1","v18",234,412,316,0.056196738
"B129X7I_1_1#v19","B129X7I_1_1","v19",458,507,318,0.01125553
"B129X7I_1_1#v20","B129X7I_1_1","v20",401,501,316,0.010586019
"B129X7I_1_1#v21","B129X7I_1_1","v21",305,451,311,-0.010341937
"B129X7I_1_1#v22","B129X7I_1_1","v22",449,489,304,0.065578332
"B129X7I_1_1#v23","B129X7I_1_1","v23",466,479,303,0.037774727
"B129X7I_1_1#v24","B129X7I_1_1","v24",253,370,289,-0.011843255
"B129X7I_1_1#v25","B129X7I_1_1","v25",235,374,282,-0.017605983
"B129X7I_1_1#v26","B129X7I_1_1","v26",235,340,284,-0.020482978
"B129X7I_1_1#v27","B129X7I_1_1","v27",339,378,274,-0.00510376
"B129X7I_1_1#v28","B129X7I_1_1","v28",232,395,275,-0.023616412
"B129X7I_1_1#v29","B129X7I_1_1","v29",330,381,264,-0.027636233
"B129X7I_1_1#v30","B129X7I_1_1","v30",357,328,258,0.004122696
"B129X7I_1_1#v31","B129X7I_1_1","v31",377,218,195,0.015139475
"B129X7I_1_1#v32","B129X7I_1_1","v32",312,194,167,0.015139475
"B129X7I_1_1#v33","B129X7I_1_1","v33",314,270,136,0.015139475
"B129X7I_1_1#v34","B129X7I_1_1","v34",271,359,114,-0.092914122
"B129X7I_1_1#v35","B129X7I_1_1","v35",381,417,109,-0.000710987
"B129X7I_1_1#v36","B129X7I_1_1","v36",378,365,105,0.016701167
"B129X7I_1_1#v37","B129X7I_1_1","v37",309,364,96,-0.090627169
"B129X7I_1_1#v38","B129X7I_1_1","v38",315,320,93,0.016291028
"B129X7I_1_1#v39","B129X7I_1_1","v39",468,419,90,0.0247035
"B130X1I_1_1#v0","B130X1I_1_1","v0",349,441,70,0.003577978
"B130X1I_1_1#v1","B130X1I_1_1","v1",513,323,68,0.002972211
"B130X1I_1_1#v2","B130X1I_1_1","v2",370,430,55,-0.035559699
"B130X1I_1_1#v3","B130X1I_1_1","v3",330,473,50,-0.106247879
"B130X1I_1_1#v4","B130X1I_1_1","v4",355,512,24,-0.089849047
"B130X1I_1_1#v5","B130X1I_1_1","v5",439,504,324,-0.054144605
"B130X1I_1_1#v6","B130X1I_1_1","v6",437,448,294,0.066937668
"B130X1I_1_1#v7","B130X1I_1_1","v7",427,428,254,-0.053774097
"B130X1I_1_1#v8","B130X1I_1_1","v8",431,400,244,-0.025325896
"B130X1I_1_1#v9","B130X1I_1_1","v9",370,493,234,-0.071022341
"B130X1I_1_1#v10","B130X1I_1_1","v10",439,353,213,-0.168406249
"B130X1I_1_1#v11","B130X1I_1_1","v11",442,314,208,-0.066907618
"B130X1I_1_1#v12","B130X1I_1_1","v12",385,306,192,-0.016700273
"B130X1I_1_1#v13","B130X1I_1_1","v13",319,381,130,-0.061135415
"B130X1I_1_1#v14","B130X1I_1_1","v14",457,473,130,0.103225774
"B130X1I_1_1#v15","B130X1I_1_1","v15",482,495,129,0.039816019
"B130X1I_1_1#v16","B130X1I_1_1","v16",477,464,113,-0.083234502
"B130X1I_1_1#v17","B130X1I_1_1","v17",452,421,103,-0.160968374
"B130X1I_1_1#v18","B130X1I_1_1","v18",524,433,90,-0.104536191
"B130X1I_1_1#v19","B130X1I_1_1","v19",499,424,92,-0.184006091
"B132X7I_1_1#v0","B132X7I_1_1","v0",377,287,52,-0.793690499
"B132X7I_1_1#v1","B132X7I_1_1","v1",377,321,21,-0.525992689
"B132X7I_1_1#v2","B132X7I_1_1","v2",470,294,226,0.043203846
"B132X7I_1_1#v3","B132X7I_1_1","v3",517,294,225,0.450636175
"B132X7I_1_1#v4","B132X7I_1_1","v4",438,291,223,-0.017807221
"B132X7I_1_1#v5","B132X7I_1_1","v5",538,297,224,-0.584728759
"B132X7I_1_1#v6","B132X7I_1_1","v6",408,308,217,0.205110332
"B132X7I_1_1#v7","B132X7I_1_1","v7",481,311,214,0.046239021
"B132X7I_1_1#v8","B132X7I_1_1","v8",488,331,214,-0.338592536
"B132X7I_1_1#v9","B132X7I_1_1","v9",506,345,209,-0.394419947
"B132X7I_1_1#v10","B132X7I_1_1","v10",534,336,208,-1.256563103
"B132X7I_1_1#v11","B132X7I_1_1","v11",458,339,208,-0.982513463
"B132X7I_1_1#v12","B132X7I_1_1","v12",395,312,202,-0.853657081
"B132X7I_1_1#v13","B132X7I_1_1","v13",484,362,201,-0.750054354
"B132X7I_1_1#v14","B132X7I_1_1","v14",531,381,182,-0.447034515
"B132X7I_1_1#v15","B132X7I_1_1","v15",396,344,184,-0.386947631
"B132X7I_1_1#v16","B132X7I_1_1","v16",365,277,117,-1.56190661
"B134X9I_1_1#v0","B134X9I_1_1","v0",337,552,33,-0.058345068
"B134X9I_1_1#v1","B134X9I_1_1","v1",367,496,298,0.011993183
"B134X9I_1_1#v2","B134X9I_1_1","v2",364,364,145,0.154975448
"B134X9I_1_1#v3","B134X9I_1_1","v3",324,472,120,-0.182189848
"B134X9I_1_1#v4","B134X9I_1_1","v4",299,503,119,-0.28953945
"B134X9I_1_1#v5","B134X9I_1_1","v5",324,496,115,-0.070153807
"B134X9I_1_1#v6","B134X9I_1_1","v6",382,480,111,0.083390565
"B134X9I_1_1#v7","B134X9I_1_1","v7",417,472,107,0.11433968
"B134X9I_1_1#v8","B134X9I_1_1","v8",275,545,105,-0.287564507
"B134X9I_1_1#v9","B134X9I_1_1","v9",328,511,98,-0.243187437
"B134X9I_1_1#v10","B134X9I_1_1","v10",348,507,93,-0.120934934
"B135X8I_1_1#v0","B135X8I_1_1","v0",456,370,87,0.228905086
"B135X8I_1_1#v1","B135X8I_1_1","v1",453,406,89,-0.161429815
"B135X8I_1_1#v2","B135X8I_1_1","v2",492,400,88,0.048242234
"B135X8I_1_1#v3","B135X8I_1_1","v3",311,390,73,-0.264121416
"B135X8I_1_1#v4","B135X8I_1_1","v4",457,335,71,-0.147308908
"B135X8I_1_1#v5","B135X8I_1_1","v5",371,336,64,0.154830258
"B135X8I_1_1#v6","B135X8I_1_1","v6",377,325,53,0.283011218
"B135X8I_1_1#v7","B135X8I_1_1","v7",406,563,356,-0.019514968
"B135X8I_1_1#v8","B135X8I_1_1","v8",413,550,349,-0.01674872
"B135X8I_1_1#v9","B135X8I_1_1","v9",436,534,327,0.023747643
"B135X8I_1_1#v10","B135X8I_1_1","v10",381,513,323,-0.126925117
"B135X8I_1_1#v11","B135X8I_1_1","v11",404,532,315,-0.145246705
"B135X8I_1_1#v12","B135X8I_1_1","v12",419,512,298,-0.109025011
"B135X8I_1_1#v13","B135X8I_1_1","v13",436,367,270,0.05407467
"B135X8I_1_1#v14","B135X8I_1_1","v14",469,423,260,0.270105679
"B135X8I_1_1#v15","B135X8I_1_1","v15",417,481,117,0.026875176
"B135X8I_1_1#v16","B135X8I_1_1","v16",392,360,107,0.022128692
"B135X8I_1_1#v17","B135X8I_1_1","v17",304,337,106,-0.236060585
"B135X8I_1_1#v18","B135X8I_1_1","v18",406,369,106,-0.149855372
"B135X8I_1_1#v19","B135X8I_1_1","v19",464,479,106,0.029246567
"B135X8I_1_1#v20","B135X8I_1_1","v20",335,339,97,0.052273356
"B135X8I_1_1#v21","B135X8I_1_1","v21",418,408,101,0.00145656
"B135X8I_1_1#v22","B135X8I_1_1","v22",308,352,90,-0.065776551
"B135X8I_1_1#v23","B135X8I_1_1","v23",291,384,90,-0.341515072
"B136X8I_1_1#v0","B136X8I_1_1","v0",355,504,88,0.033839548
"B136X8I_1_1#v1","B136X8I_1_1","v1",362,459,65,0.077344776
"B136X8I_1_1#v2","B136X8I_1_1","v2",387,461,58,0.053736783
"B136X8I_1_1#v3","B136X8I_1_1","v3",364,509,59,0.028118226
"B136X8I_1_1#v4","B136X8I_1_1","v4",437,466,51,-0.105571055
"B136X8I_1_1#v5","B136X8I_1_1","v5",447,349,47,0.047748648
"B136X8I_1_1#v6","B136X8I_1_1","v6",420,458,237,-0.01128506
"B136X8I_1_1#v7","B136X8I_1_1","v7",439,514,231,-0.095101594
"B136X8I_1_1#v8","B136X8I_1_1","v8",409,346,234,-0.075488343
"B136X8I_1_1#v9","B136X8I_1_1","v9",479,590,217,0.051475962
"B136X8I_1_1#v10","B136X8I_1_1","v10",437,559,204,-0.041956152
"B136X8I_1_1#v11","B136X8I_1_1","v11",453,570,202,0.019634761
"B136X8I_1_1#v12","B136X8I_1_1","v12",449,591,191,-0.089043193
"B136X8I_1_1#v13","B136X8I_1_1","v13",429,572,189,-0.072374319
"B136X8I_1_1#v14","B136X8I_1_1","v14",474,614,191,-0.019631227
"B136X8I_1_1#v15","B136X8I_1_1","v15",275,485,102,0.043690205
"B136X8I_1_1#v16","B136X8I_1_1","v16",248,443,103,-0.000935898
"B136X8I_1_1#v17","B136X8I_1_1","v17",298,445,96,0.044845377
"B137X6I_1_1#v0","B137X6I_1_1","v0",451,333,10,-0.259302623
"B137X6I_1_1#v1","B137X6I_1_1","v1",322,271,322,-0.224770474
"B137X6I_1_1#v2","B137X6I_1_1","v2",395,570,321,0.224647194
"B137X6I_1_1#v3","B137X6I_1_1","v3",378,354,312,0.224647194
"B137X6I_1_1#v4","B137X6I_1_1","v4",291,342,305,-0.338752496
"B137X6I_1_1#v5","B137X6I_1_1","v5",416,549,308,0.21692479
"B137X6I_1_1#v6","B137X6I_1_1","v6",246,304,308,-0.223983412
"B137X6I_1_1#v7","B137X6I_1_1","v7",284,455,281,-0.112476717
"B137X6I_1_1#v8","B137X6I_1_1","v8",324,492,274,0.114451511
"B137X6I_1_1#v9","B137X6I_1_1","v9",496,350,215,-0.121002379
"B137X6I_1_1#v10","B137X6I_1_1","v10",375,303,137,-0.230864826
"B137X6I_1_1#v11","B137X6I_1_1","v11",279,287,128,-0.302441395
"B137X6I_1_1#v12","B137X6I_1_1","v12",269,324,122,-0.30994442
"B137X6I_1_1#v13","B137X6I_1_1","v13",326,378,112,-0.333527654
"B137X6I_1_1#v14","B137X6I_1_1","v14",421,491,107,0.215222043
"B137X6I_1_1#v15","B137X6I_1_1","v15",245,470,104,0.228455067
"B137X6I_1_1#v16","B137X6I_1_1","v16",492,431,96,-0.266624671
"B137X6I_1_1#v17","B137X6I_1_1","v17",460,424,98,-0.199400594
"B137X6I_1_1#v18","B137X6I_1_1","v18",300,442,95,-0.212732252
"B138X3I_1_1#v0","B138X3I_1_1","v0",436,488,82,-0.148594415
"B138X3I_1_1#v1","B138X3I_1_1","v1",459,519,69,-0.047395834
"B138X3I_1_1#v2","B138X3I_1_1","v2",502,523,65,0.049394193
"B138X3I_1_1#v3","B138X3I_1_1","v3",540,434,61,-0.259856406
"B138X3I_1_1#v4","B138X3I_1_1","v4",522,341,40,0.049394193
"B138X3I_1_1#v5","B138X3I_1_1","v5",448,441,18,-0.073197416
"B138X3I_1_1#v6","B138X3I_1_1","v6",533,403,234,0.000366647
"B138X3I_1_1#v7","B138X3I_1_1","v7",526,409,231,-0.259856406
"B138X3I_1_1#v8","B138X3I_1_1","v8",545,336,205,0.049394193
"B138X3I_1_1#v9","B138X3I_1_1","v9",473,444,201,-0.259856406
"B138X3I_1_1#v10","B138X3I_1_1","v10",416,406,135,0.006734128
"B138X3I_1_1#v11","B138X3I_1_1","v11",393,451,108,0.027175273
"B139X2I_1_1#v0","B139X2I_1_1","v0",445,378,82,-0.449148287
"B139X2I_1_1#v1","B139X2I_1_1","v1",445,353,76,-0.09764508
"B139X2I_1_1#v2","B139X2I_1_1","v2",473,270,40,0.068461046
"B139X2I_1_1#v3","B139X2I_1_1","v3",423,234,356,0.186196221
"B139X2I_1_1#v4","B139X2I_1_1","v4",442,177,346,0.232356319
"B139X2I_1_1#v5","B139X2I_1_1","v5",528,259,223,0.090402918
"B139X2I_1_1#v6","B139X2I_1_1","v6",477,327,216,-0.060889469
"B139X2I_1_1#v7","B139X2I_1_1","v7",510,261,210,0.049957736
"B139X2I_1_1#v8","B139X2I_1_1","v8",442,274,162,0.141229897
"B139X2I_1_1#v9","B139X2I_1_1","v9",442,327,151,-0.060880291
"B139X2I_1_1#v10","B139X2I_1_1","v10",388,258,142,0.195353494
"B139X2I_1_1#v11","B139X2I_1_1","v11",351,312,135,-0.025763726
"B139X2I_1_1#v12","B139X2I_1_1","v12",352,343,126,-0.22009931
"B139X2I_1_1#v13","B139X2I_1_1","v13",390,342,122,-0.110025729
"B139X2I_1_1#v14","B139X2I_1_1","v14",432,337,118,-0.152881993
"B139X2I_1_1#v15","B139X2I_1_1","v15",364,364,108,-0.327327363
"B139X2I_1_1#v16","B139X2I_1_1","v16",408,338,110,-0.166522502
"B139X2I_1_1#v17","B139X2I_1_1","v17",382,386,103,-0.366483158
"B139X2I_1_1#v18","B139X2I_1_1","v18",438,359,94,-0.18698117
"B139X2I_1_1#v19","B139X2I_1_1","v19",405,402,94,-0.145252274
"B140X8I_1_1#v0","B140X8I_1_1","v0",368,541,83,-0.479895968
"B140X8I_1_1#v1","B140X8I_1_1","v1",480,607,79,-0.129434555
"B140X8I_1_1#v2","B140X8I_1_1","v2",418,564,78,-0.609057974
"B140X8I_1_1#v3","B140X8I_1_1","v3",439,564,75,-0.242325758
"B140X8I_1_1#v4","B140X8I_1_1","v4",385,521,77,-0.467049314
"B140X8I_1_1#v5","B140X8I_1_1","v5",436,524,69,-0.623192727
"B140X8I_1_1#v6","B140X8I_1_1","v6",471,570,67,-0.294322159
"B140X8I_1_1#v7","B140X8I_1_1","v7",440,473,60,-0.394611364
"B140X8I_1_1#v8","B140X8I_1_1","v8",501,584,57,-0.339870411
"B140X8I_1_1#v9","B140X8I_1_1","v9",381,419,43,-0.011710042
"B140X8I_1_1#v10","B140X8I_1_1","v10",357,429,23,0.318530762
"B140X8I_1_1#v11","B140X8I_1_1","v11",332,472,6,-0.108675544
"B140X8I_1_1#v12","B140X8I_1_1","v12",320,479,326,-0.028327022
"B140X8I_1_1#v13","B140X8I_1_1","v13",305,453,306,0.07421806
"B140X8I_1_1#v14","B140X8I_1_1","v14",448,591,255,-0.162295085
"B141X4I_1_1#v0","B141X4I_1_1","v0",424,409,70,0.041719521
"B141X4I_1_1#v1","B141X4I_1_1","v1",349,471,68,0.054854794
"B141X4I_1_1#v2","B141X4I_1_1","v2",420,447,49,-0.313187917
"B141X4I_1_1#v3","B141X4I_1_1","v3",403,519,30,0.159052299
"B141X4I_1_1#v4","B141X4I_1_1","v4",303,266,329,-0.050369131
"B141X4I_1_1#v5","B141X4I_1_1","v5",331,287,325,-0.295457781
"B141X4I_1_1#v6","B141X4I_1_1","v6",347,329,322,-0.140249969
"B141X4I_1_1#v7","B141X4I_1_1","v7",280,335,307,-0.173715131
"B141X4I_1_1#v8","B141X4I_1_1","v8",313,572,189,0.096998805
"B141X4I_1_1#v9","B141X4I_1_1","v9",425,381,166,-0.072631278
"B141X4I_1_1#v10","B141X4I_1_1","v10",333,270,150,-0.1898005
"B141X4I_1_1#v11","B141X4I_1_1","v11",394,339,144,-0.230415658
"B141X4I_1_1#v12","B141X4I_1_1","v12",291,258,130,-0.23815144
"B141X4I_1_1#v13","B141X4I_1_1","v13",298,322,124,0.054708829
"B141X4I_1_1#v14","B141X4I_1_1","v14",332,345,122,-0.574953969
"B141X4I_1_1#v15","B141X4I_1_1","v15",257,501,112,-0.010605338
"B141X4I_1_1#v16","B141X4I_1_1","v16",353,383,110,-0.036173153
"B141X4I_1_1#v17","B141X4I_1_1","v17",310,425,102,-0.440663718
"B141X4I_1_1#v18","B141X4I_1_1","v18",399,393,105,-0.300459939
"B141X4I_1_1#v19","B141X4I_1_1","v19",357,414,99,0.139396301
"B141X4I_1_1#v20","B141X4I_1_1","v20",285,502,96,-0.090166925
"B141X4I_1_1#v21","B141X4I_1_1","v21",314,469,91,0.043739866
"B142X1I_1_1#v0","B142X1I_1_1","v0",402,436,88,-0.201092874
"B142X1I_1_1#v1","B142X1I_1_1","v1",354,501,81,-0.700432616
"B142X1I_1_1#v2","B142X1I_1_1","v2",426,441,77,-0.34670764
"B142X1I_1_1#v3","B142X1I_1_1","v3",382,497,69,-0.9656324
"B142X1I_1_1#v4","B142X1I_1_1","v4",398,518,54,-0.228048077
"B142X1I_1_1#v5","B142X1I_1_1","v5",436,512,47,-0.407050607
"B142X1I_1_1#v6","B142X1I_1_1","v6",455,452,42,-0.398977444
"B142X1I_1_1#v7","B142X1I_1_1","v7",283,573,353,0.350542939
"B142X1I_1_1#v8","B142X1I_1_1","v8",363,469,273,-0.711002504
"B142X1I_1_1#v9","B142X1I_1_1","v9",392,528,249,-0.416933472
"B142X1I_1_1#v10","B142X1I_1_1","v10",388,578,233,-0.26920915
"B142X1I_1_1#v11","B142X1I_1_1","v11",451,483,236,-0.12485508
"B142X1I_1_1#v12","B142X1I_1_1","v12",434,560,228,-0.030396792
"B142X1I_1_1#v13","B142X1I_1_1","v13",358,567,221,-1.100402612
"B142X1I_1_1#v14","B142X1I_1_1","v14",467,378,188,-0.016693588
"B142X1I_1_1#v15","B142X1I_1_1","v15",447,346,191,-0.208848205
"B142X1I_1_1#v16","B142X1I_1_1","v16",466,393,186,-0.093206458
"B142X1I_1_1#v17","B142X1I_1_1","v17",411,327,164,0.12957213
"B142X1I_1_1#v18","B142X1I_1_1","v18",411,353,159,0.035723771
"B142X1I_1_1#v19","B142X1I_1_1","v19",457,403,159,-0.231914309
"B142X1I_1_1#v20","B142X1I_1_1","v20",353,386,126,0.039954308
"B142X1I_1_1#v21","B142X1I_1_1","v21",361,417,114,-0.173214177
"B142X1I_1_1#v22","B142X1I_1_1","v22",415,408,99,-0.128039999
"B142X1I_1_1#v23","B142X1I_1_1","v23",382,431,96,0.310360088
"B142X1I_1_1#v24","B142X1I_1_1","v24",335,458,94,0.261484128
"B142X1I_1_1#v25","B142X1I_1_1","v25",348,464,90,-0.167844835
"B143X6I_1_1#v0","B143X6I_1_1","v0",461,322,82,-0.123511696
"B143X6I_1_1#v1","B143X6I_1_1","v1",293,351,79,-0.134689121
"B143X6I_1_1#v2","B143X6I_1_1","v2",441,307,77,-0.070774737
"B143X6I_1_1#v3","B143X6I_1_1","v3",470,290,61,-0.045300018
"B143X6I_1_1#v4","B143X6I_1_1","v4",412,276,340,-0.291172326
"B143X6I_1_1#v5","B143X6I_1_1","v5",390,179,333,0.090047425
"B143X6I_1_1#v6","B143X6I_1_1","v6",520,500,325,0.044932468
"B143X6I_1_1#v7","B143X6I_1_1","v7",540,482,310,0.167983069
"B143X6I_1_1#v8","B143X6I_1_1","v8",388,429,309,0.032756252
"B143X6I_1_1#v9","B143X6I_1_1","v9",535,460,294,0.134127425
"B143X6I_1_1#v10","B143X6I_1_1","v10",443,441,294,-0.15451292
"B143X6I_1_1#v11","B143X6I_1_1","v11",448,409,286,-0.301359955
"B143X6I_1_1#v12","B143X6I_1_1","v12",348,422,214,0.185604644
"B143X6I_1_1#v13","B143X6I_1_1","v13",349,463,191,-0.002579363
"B143X6I_1_1#v14","B143X6I_1_1","v14",396,388,151,0.078465726
"B143X6I_1_1#v15","B143X6I_1_1","v15",389,365,147,-0.103383394
"B143X6I_1_1#v16","B143X6I_1_1","v16",393,413,137,-0.069135594
"B143X6I_1_1#v17","B143X6I_1_1","v17",416,350,127,-0.032158643
"B143X6I_1_1#v18","B143X6I_1_1","v18",430,425,117,-0.146135118
"B143X6I_1_1#v19","B143X6I_1_1","v19",427,386,111,-0.173022253
"B143X6I_1_1#v20","B143X6I_1_1","v20",432,318,100,-0.080709557
"B143X6I_1_1#v21","B143X6I_1_1","v21",436,341,97,-0.003291483
"B143X6I_1_1#v22","B143X6I_1_1","v22",539,358,91,0.083367807
"B143X6I_1_1#v23","B143X6I_1_1","v23",250,318,95,-0.179849264
"B144X3I_1_1#v0","B144X3I_1_1","v0",421,445,77,0.146324198
"B144X3I_1_1#v1","B144X3I_1_1","v1",414,409,71,-0.517188248
"B144X3I_1_1#v2","B144X3I_1_1","v2",476,336,67,-0.271738649
"B144X3I_1_1#v3","B144X3I_1_1","v3",444,296,40,0.048714037
