@relation final_dataset_v1

@attribute fingerprint {B101X9I_1_1,B102X0I_1_1,B104X8I_1_1,B105X2I_1_1,B106X8I_1_1,B107X9I_1_1,B108X6I_1_1,B109X4I_1_1,B110X6I_1_1,B111X7I_1_1,B112X2I_1_1,B114X3I_1_1,B115X8I_1_1,B116X6I_1_1,B117X0I_1_1,B118X8I_1_1,B119X0I_1_1,B120X9I_1_1,B121X7I_1_1,B122X4I_1_1,B123X1I_1_1,B124X5I_1_1,B126X1I_1_1,B127X6I_1_1,B129X7I_1_1,B130X1I_1_1,B132X7I_1_1,B134X9I_1_1,B135X8I_1_1,B136X8I_1_1,B137X6I_1_1,B138X3I_1_1,B139X2I_1_1,B140X8I_1_1,B141X4I_1_1,B142X1I_1_1,B143X6I_1_1,B144X3I_1_1,B145X8I_1_1,B146X6I_1_1,B147X7I_1_1,B148X6I_1_1,B150X3I_1_1,B151X9I_1_1,B152X8I_1_1,B153X1I_1_1,B154X6I_1_1,B155X6I_1_1,B157X7I_1_1,B158X8I_1_1,B161X1I_1_1,B163X7I_1_1,B164X3I_1_1,B165X7I_1_1,B166X3I_1_1,B167X2I_1_1,B168X1I_1_1,B169X2I_1_1,B170X7I_1_1,B171X7I_1_1,B172X1I_1_1,B173X9I_1_1,B175X6I_1_1,B176X7I_1_1,B177X6I_1_1,B179X2I_1_1,B180X4I_1_1,B181X8I_1_1,B182X7I_1_1,B183X1I_1_1,B185X7I_1_1,B187X2I_1_1,B188X7I_1_1,B189X7I_1_1,B190X8I_1_1,B191X3I_1_1,B192X9I_1_1,B193X2I_1_1,B194X8I_1_1,B195X3I_1_1,B196X7I_1_1,B197X8I_1_1,B198X6I_1_1,B199X1I_1_1,B200X6I_1_1,G001X2I_1_1,G002X3I_1_1,G003X8I_1_1,G004X8I_1_1,G005X8I_1_1,G006X6I_1_1,G007X1I_1_1,G008X6I_1_1,G009X8I_1_1,G011X7I_1_1,G012X8I_1_1,G013X4I_1_1,G014X7I_1_1,G016X8I_1_1,G017X9I_1_1,G018X6I_1_1,G019X1I_1_1,G021X7I_1_1,G023X6I_1_1,G026X9I_1_1,G027X6I_1_1,G028X1I_1_1,G029X9I_1_1,G030X1I_1_1,G031X6I_1_1,G032X6I_1_1,G033X7I_1_1,G034X6I_1_1,G035X6I_1_1,G036X6I_1_1,G037X6I_1_1,G038X6I_1_1,G039X4I_1_1,G040X6I_1_1,G041X6I_1_1,G042X2I_1_1,G043X8I_1_1,G044X7I_1_1,G045X9I_1_1,G046X1I_1_1,G047X4I_1_1,G049X3I_1_1,G050X7I_1_1,G051X6I_1_1,G052X9I_1_1,G053X6I_1_1,G055X3I_1_1,G056X9I_1_1,G057X4I_1_1,G058X4I_1_1,G059X1I_1_1,G060X1I_1_1,G061X4I_1_1,G062X9I_1_1,G063X2I_1_1,G064X1I_1_1,G065X6I_1_1,G066X4I_1_1,G068X6I_1_1,G069X7I_1_1,G070X2I_1_1,G071X2I_1_1,G072X1I_1_1,G073X8I_1_1,G074X3I_1_1,G075X3I_1_1,G076X3I_1_1,G077X1I_1_1,G078X3I_1_1,G079X1I_1_1,G080X8I_1_1,G081X1I_1_1,G082X6I_1_1,G083X8I_1_1,G084X6I_1_1,G085X2I_1_1,G086X9I_1_1,G087X8I_1_1,G088X7I_1_1,G089X0I_1_1,G090X5I_1_1,G092X3I_1_1,G093X8I_1_1,G094X6I_1_1,G095X6I_1_1,G096X2I_1_1,G099X9I_1_1,U201X6I_1_1,U202X8I_1_1,U204X2I_1_1,U205X4I_1_1,U206X3I_1_1,U209X7I_1_1,U212X2I_1_1,U214X5I_1_1,U215X8I_1_1,U216X4I_1_1,U217X6I_1_1,U220X5I_1_1,U221X9I_1_1,U223X6I_1_1,U224X6I_1_1,U225X6I_1_1,U226X3I_1_1,U227X6I_1_1,U228X3I_1_1,U229X2I_1_1,U230X6I_1_1,U231X2I_1_1,U232X4I_1_1,U233X6I_1_1,U236X2I_1_1,U237X1I_1_1,U238X1I_1_1,U240X1I_1_1,U241X6I_1_1,U242X1I_1_1,U245X7I_1_1,U246X8I_1_1,U247X1I_1_1,U249X3I_1_1,U250X1I_1_1,U251X1I_1_1,U252X6I_1_1,U253X9I_1_1,U254X3I_1_1,U255X1I_1_1,U256X7I_1_1,U257X3I_1_1,U258X1I_1_1,U260X8I_1_1,U261X6I_1_1,U263X1I_1_1,U265X3I_1_1,U267X3I_1_1,U268X4I_1_1,U269X3I_1_1,U270X6I_1_1,U271X6I_1_1,U272X9I_1_1,U273X6I_1_1,U276X6I_1_1,U277X9I_1_1,U280X5I_1_1,U281X7I_1_1,U282X2I_1_1,U283X6I_1_1,U284X2I_1_1,U285X4I_1_1,U286X6I_1_1,U287X3I_1_1,U288X6I_1_1,U289X6I_1_1,U290X4I_1_1,U291X6I_1_1,U293X1I_1_1,U294X6I_1_1,U295X1I_1_1,U296X6I_1_1,U298X2I_1_1,U299X8I_1_1,U300X2I_1_1}
@attribute minutia {v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81}
@attribute r15 numeric
@attribute r30 numeric
@attribute r45 numeric
@attribute r60 numeric
@attribute r75 numeric
@attribute r90 numeric
@attribute l1 numeric
@attribute l2 numeric
@attribute l3 numeric
@attribute l4 numeric
@attribute l5 numeric
@attribute l6 numeric
@attribute d0 numeric
@attribute d1 numeric
@attribute d2 numeric
@attribute d3 numeric
@attribute d4 numeric
@attribute d5 numeric
@attribute d6 numeric
@attribute d7 numeric
@attribute d8 numeric
@attribute d9 numeric
@attribute d10 numeric
@attribute d11 numeric
@attribute q0 numeric
@attribute q1 numeric
@attribute q2 numeric
@attribute q3 numeric
@attribute q4 numeric
@attribute q5 numeric
@attribute q6 numeric
@attribute q7 numeric
@attribute q8 numeric
@attribute q9 numeric
@attribute q10 numeric
@attribute q11 numeric
@attribute alpha0 numeric
@attribute alpha0r numeric
@attribute alpha1 numeric
@attribute alpha1r numeric
@attribute alpha2 numeric
@attribute alpha2r numeric
@attribute alpha3 numeric
@attribute alpha3r numeric
@attribute alpha4 numeric
@attribute alpha4r numeric
@attribute alpha5 numeric
@attribute alpha5r numeric
@attribute alpha6 numeric
@attribute alpha6r numeric
@attribute alpha7 numeric
@attribute alpha7r numeric
@attribute alpha8 numeric
@attribute alpha8r numeric
@attribute alpha9 numeric
@attribute alpha9r numeric
@attribute alpha10 numeric
@attribute alpha10r numeric
@attribute alpha11 numeric
@attribute alpha11r numeric
@attribute beta0 numeric
@attribute beta0r numeric
@attribute beta1 numeric
@attribute beta1r numeric
@attribute beta2 numeric
@attribute beta2r numeric
@attribute beta3 numeric
@attribute beta3r numeric
@attribute beta4 numeric
@attribute beta4r numeric
@attribute beta5 numeric
@attribute beta5r numeric
@attribute beta6 numeric
@attribute beta6r numeric
@attribute beta7 numeric
@attribute beta7r numeric
@attribute beta8 numeric
@attribute beta8r numeric
@attribute beta9 numeric
@attribute beta9r numeric
@attribute beta10 numeric
@attribute beta10r numeric
@attribute beta11 numeric
@attribute beta11r numeric
@attribute score_change numeric

@data
G049X3I_1_1,v6,1,2,6,8,13,15,1,4,2,5,2,14,11.401754,22.36068,30.610456,34,35.846897,36.891733,50.209561,50.566788,60.207973,64.140471,65.276336,71.589105,0.026667,0.086667,0.153333,0.16,0.2,0.233333,0.386667,0.4,0.54,0.61,0.623333,0.706667,19.553863,176.695456,20.39476,206.536352,18.617972,12.759565,22.429204,177.287611,23.473934,172.332341,18.714645,160.856238,23.228685,0.087093,19.715875,198.857468,18.443457,339.58505,18.257234,133.398827,23.907953,137.76636,17.927908,328.069501,154,-147.716815,183,-176.716815,-2.716815,9,158,-151.716815,152,-145.716815,139,-132.716815,-13.716815,20,176,-169.716815,318,-311.716815,112,-105.716815,117,-110.716815,307,-300.716815,0
G050X7I_1_1,v6,0,0,3,6,7,10,0,3,3,1,3,10,38.013156,41.436699,42.801869,46.227697,57.140179,59.076222,64.815122,82.28001,82.764727,87.464278,93.605555,93.941471,0.154321,0.179012,0.191358,0.209877,0.345679,0.382716,0.45679,0.638889,0.651235,0.716049,0.753086,0.759259,349.322055,4.463648,350.773851,322.632258,349.776357,318.634764,351.107323,323.96573,349.431848,321.290255,351.407303,331.26571,349.764101,301.622508,351.716692,337.575099,350.636078,302.494485,351.45958,331.317988,350.744198,301.602605,345.920473,170.062066,-341.716815,348,-18.716815,25,-21.716815,28,-17.716815,24,-18.716815,25,-10.716815,17,-38.716815,45,-4.716815,11,-38.716815,45,-10.716815,17,-39.716815,46,-172.716815,179,0
G051X6I_1_1,v6,0,0,0,3,5,6,0,0,3,2,1,6,46.69047,53.740115,55.946403,62.769419,74.027022,89.308454,91.586025,91.760558,94.260278,95.713113,104.690019,117.038455,0.223577,0.313008,0.359756,0.434959,0.603659,0.837398,0.860772,0.861789,0.888211,0.892276,0.944106,0.96748,0.257013,179.11542,1.214602,176.073009,1.496374,355.354781,0.036864,1.178456,5.812114,176.387336,1.405786,184.264194,0.980859,197.839266,0.785423,200.643831,0.354873,190.21328,6.234724,187.809946,1.885123,169.743531,0.454839,222.313246,182,-175.716815,178,-171.716815,357,-350.716815,4.283185,2,180,-173.716815,186,-179.716815,200,-193.716815,203,-196.716815,193,-186.716815,191,-184.716815,171,-164.716815,225,-218.716815,0
G052X9I_1_1,v6,0,0,0,3,9,12,0,0,3,6,3,12,45.54119,50.774009,56.797887,65.551506,67.364679,67.424031,72.443081,73.3553,73.409809,79.259069,86.005814,87.863531,0.135802,0.154321,0.228395,0.302469,0.314815,0.320988,0.351852,0.358025,0.364198,0.432099,0.530864,0.549383,11.052453,326.194046,12.848298,211.989891,13.402634,221.544226,11.91277,327.054363,13.962507,38.820915,16.383199,136.241606,12.398268,149.539861,14.947265,191.805673,13.198559,51.340152,11.231266,98.372859,14.264826,21.123233,12.081287,311.22288,312,-305.716815,196,-189.716815,205,-198.716815,312,-305.716815,28,-21.716815,123,-116.716815,134,-127.716815,180,-173.716815,35,-28.716815,84,-77.716815,10,-3.716815,296,-289.716815,0
G053X6I_1_1,v6,0,1,2,4,9,11,1,1,2,5,2,11,25.70992,44.643029,50.566788,58.463664,65.764732,68.796802,72.897188,73.027392,74.404301,75.186435,77.620873,96.56604,0.088889,0.288889,0.392593,0.540741,0.624074,0.681481,0.737037,0.740741,0.759259,0.766667,0.794444,0.918519,64.622862,64.764455,63.015465,81.157058,62.859347,82.00094,63.511846,79.653438,62.207666,84.349259,64.290563,62.432156,64.388625,56.530217,63.260221,257.401813,65.796455,45.654862,64.616654,56.758247,63.954304,76.095896,65.414811,40.273219,3.283185,3,15,-8.716815,16,-9.716815,13,-6.716815,19,-12.716815,1.283185,5,-4.716815,11,191,-184.716815,-10.716815,17,-4.716815,11,9,-2.716815,-15.716815,22,0
G055X3I_1_1,v6,0,0,1,1,2,3,0,1,0,1,1,3,44.687806,74.464757,78.771822,94.339811,96.648849,114.629839,136.077184,154.116839,157,159.380049,164.149322,172.956642,0.177419,0.524194,0.575269,0.682796,0.709677,0.806452,0.908602,0.948925,0.954301,0.956989,0.965054,0.975806,7.99381,192.135403,10.04371,194.902117,8.718306,211.859898,7.202709,153.344302,8.362364,212.503956,8.75353,218.895123,9.364792,217.223199,8.897349,214.755756,7.859714,58.001307,7.218539,104.360131,8.901064,42.759472,7.55082,170.692413,181,-174.716815,188,-181.716815,200,-193.716815,143,-136.716815,201,-194.716815,207,-200.716815,211,-204.716815,209,-202.716815,47,-40.716815,94,-87.716815,37,-30.716815,160,-153.716815,1
G056X9I_1_1,v6,1,2,4,5,6,8,1,2,1,1,2,7,14.317821,24.738634,37.336309,43.416587,45.221676,71.309186,78.816242,84.077345,96.767763,128.763349,157.486507,163.217646,0.054167,0.079167,0.15,0.2,0.208333,0.445833,0.554167,0.627083,0.764583,0.96875,0.99375,0.997917,329.640297,323.498704,327.613429,336.755021,327.992729,320.851136,330.100348,307.958755,329.114446,304.972853,329.174021,273.032429,328.806004,294.664412,328.960237,275.818644,329.744418,104.602826,328.676761,110.535168,329.758986,113.617394,328.800407,88.658815,3.283185,3,6,0.283185,2.283185,4,-12.716815,19,-14.716815,21,-46.716815,53,-24.716815,31,-43.716815,50,-215.716815,222,-208.716815,215,-206.716815,213,-230.716815,237,0
G057X4I_1_1,v6,0,1,1,3,5,7,1,0,2,2,2,7,22.561028,57.428216,59.908263,60.166436,66.753277,82.200973,83.522452,127.287077,135.517527,146.263461,148.111445,153.160047,0.070175,0.263158,0.298246,0.307018,0.359649,0.464912,0.473684,0.807018,0.842105,0.881579,0.890351,0.903509,325.205727,304.064134,324.47056,349.328967,324.845831,322.704238,325.803537,298.661945,325.278832,312.13724,326.067839,290.926246,324.149864,170.008271,324.632695,184.491102,324.978757,116.837164,324.983903,73.84231,324.850564,55.708971,325.383484,301.241891,-11.716815,18,28,-21.716815,1,5.283185,-17.716815,24,-3.716815,10,-25.716815,32,-144.716815,151,-130.716815,137,-198.716815,205,-241.716815,248,-259.716815,266,-14.716815,21,0
G058X4I_1_1,v6,0,0,1,4,15,20,0,1,3,11,5,20,37.735925,46.097722,47.853944,53.037722,62.03225,62.361847,64.195015,64.845971,66.648331,67.446275,67.62396,70.936591,0.195833,0.258333,0.270833,0.320833,0.416667,0.425,0.4625,0.470833,0.504167,0.520833,0.525,0.560417,53.417007,40.275414,52.149781,32.291374,55.545698,67.404105,51.325329,220.466922,51.650155,217.791748,51.011514,214.153107,54.112379,61.970787,50.01418,95.155772,50.200594,54.342186,54.15905,263.017458,51.957733,220.099326,52.483137,19.624729,-3.716815,10,-16.716815,23,15,-8.716815,166,-159.716815,163,-156.716815,160,-153.716815,11,-4.716815,42,-35.716815,1,5.283185,212,-205.716815,165,-158.716815,-29.716815,36,0
G059X1I_1_1,v6,0,0,1,2,3,7,0,1,1,1,4,7,44.294469,49.769469,68.029405,76.380626,79.177017,80.659779,89.358827,105.546198,106.733313,107.912001,108.171161,111.162044,0.118357,0.152174,0.318841,0.403382,0.442029,0.449275,0.539855,0.676329,0.69686,0.711353,0.721014,0.742754,65.352349,79.210756,64.466707,256.6083,61.746218,77.887811,62.483696,249.625289,63.773854,247.915446,64.037936,259.179529,65.875349,164.733757,63.116232,225.257825,66.656003,328.51441,64.498552,268.640145,66.186467,158.044875,61.770816,76.912409,17,-10.716815,189,-182.716815,13,-6.716815,184,-177.716815,181,-174.716815,192,-185.716815,102,-95.716815,159,-152.716815,265,-258.716815,201,-194.716815,95,-88.716815,12,-5.716815,1
G060X1I_1_1,v6,0,1,1,3,5,8,1,0,2,2,3,8,29.068884,49.406477,58.051701,66.309879,67.119297,80.448741,80.448741,87.321246,98.005102,98.478424,99.247166,123.975804,0.057143,0.157143,0.2,0.238095,0.242857,0.319048,0.319048,0.385714,0.461905,0.471429,0.485714,0.630952,11.429172,171.570765,11.344123,5.768901,11.453471,166.595064,11.119726,347.261319,13.918038,193.776445,14.820514,191.678922,12.8963,194.037893,13.445997,201.58759,12.920908,17.062501,14.031903,200.89031,11.430905,149.572498,13.43445,32.576043,157,-150.716815,-8.716815,15,152,-145.716815,333,-326.716815,183,-176.716815,180,-173.716815,178,-171.716815,185,-178.716815,1,5.283185,190,-183.716815,135,-128.716815,16,-9.716815,1
G061X4I_1_1,v6,0,2,3,4,6,9,2,1,1,2,3,9,26.870058,28.284271,44.94441,55.542776,63.655322,66.483081,79.397733,85.440037,86.145226,90.271812,94.514549,97.247108,0.078947,0.096491,0.236842,0.359649,0.464912,0.482456,0.701754,0.72807,0.732456,0.767544,0.789474,0.807018,258.214602,262.073009,253.502213,243.643806,258.636021,244.494428,257.83646,80.694867,258.23682,250.095228,253.480939,229.622532,253.430905,222.572498,254.002881,209.144473,258.941926,243.800333,252.794436,52.936029,253.237273,227.378866,257.957278,69.815685,7,-0.716815,-6.716815,13,-4.716815,11,-167.716815,174,1.283185,5,-20.716815,27,-27.716815,34,-41.716815,48,-5.716815,12,-196.716815,203,-22.716815,29,-178.716815,185,0
G062X9I_1_1,v6,0,2,7,8,10,12,2,5,1,2,2,12,16.124515,23.853721,31.256999,38.948684,39.051248,44.407207,44.911023,59.464275,60.406953,65.299311,75.53807,79.429214,0.058824,0.117647,0.147059,0.264706,0.27451,0.313725,0.323529,0.5,0.519608,0.558824,0.696078,0.754902,340.734052,155.875645,341.852828,154.711236,342.30088,349.159288,338.556704,315.698297,340.62585,45.767443,340.72288,186.864472,341.06017,32.918577,340.025426,202.167019,339.625067,50.76666,340.159748,66.30134,342.309775,1.168182,339.477599,97.619192,-181.716815,188,-177.716815,184,10,-3.716815,-19.716815,26,-291.716815,298,-150.716815,157,-298.716815,305,-134.716815,141,-285.716815,292,-270.716815,277,-331.716815,338,-238.716815,245,0
G063X2I_1_1,v6,0,1,1,4,7,15,1,0,3,3,8,15,15.231546,47.927028,49.193496,59.665736,65.787537,70.007142,74.431176,75.392307,75.66373,76.850504,78.160092,80.65358,0.018519,0.17284,0.185185,0.302469,0.382716,0.450617,0.506173,0.518519,0.524691,0.537037,0.592593,0.611111,341.263299,146.121706,342.836835,150.695243,340.39476,162.536352,342.666052,338.52446,338.946632,102.088225,338.492112,114.633705,343.89231,312.750717,339.668117,76.80971,341.369357,21.227764,338.724874,100.866466,340.922422,192.78083,343.658644,134.517051,-185.716815,192,-182.716815,189,-174.716815,181,5.283185,1,-233.716815,240,-220.716815,227,-21.716815,28,-259.716815,266,-310.716815,317,-234.716815,241,-138.716815,145,-199.716815,206,1
G064X1I_1_1,v6,1,2,3,4,4,4,1,1,1,0,0,3,13,25.495098,33.54102,54.009258,116.927328,127.393092,152.121662,159.238814,185.396872,228.359366,253.503452,279.946423,0.012821,0.051282,0.064103,0.102564,0.320513,0.358974,0.551282,0.576923,0.679487,0.769231,0.846154,0.910256,350.463616,45.605209,350.017511,50.159103,353.820147,73.678554,347.735331,71.876924,350.634173,39.775765,349.209033,227.350626,351.165606,221.024013,350.375099,219.516692,351.210865,227.069272,350.556045,217.697638,351.024853,215.88326,350.776156,32.917749,-301.716815,308,-296.716815,303,-270.716815,277,-272.716815,279,-307.716815,314,-118.716815,125,-120.716815,127,-127.716815,134,-114.716815,121,-129.716815,136,-125.716815,132,-314.716815,321,0
G065X6I_1_1,v6,0,0,1,1,3,5,0,1,0,2,2,5,42.720019,67.230945,73.027392,86.585218,89.693924,97.693398,98.615415,98.737024,108.240473,109.018347,112.25863,120.033329,0.093333,0.26,0.326667,0.426667,0.473333,0.526667,0.546667,0.56,0.636667,0.643333,0.683333,0.73,20.646382,45.787974,19.890532,33.032124,24.97261,335.831017,20.042632,200.184225,19.749104,15.890696,23.828719,350.687127,19.248539,327.390131,22.449219,32.307626,24.519825,316.378232,20.269264,78.410857,20.739307,45.8809,20.471935,66.613528,22,-15.716815,10,-3.716815,314,-307.716815,177,-170.716815,-0.716815,7,330,-323.716815,305,-298.716815,13,-6.716815,295,-288.716815,55,-48.716815,22,-15.716815,43,-36.716815,0
G066X4I_1_1,v6,0,2,2,3,4,5,2,0,1,1,1,5,15.132746,15.811388,58.420887,63.631753,76.026311,93.557469,97.672924,107.837841,112.929181,?,?,?,0.020202,0.040404,0.30303,0.343434,0.484848,0.606061,0.666667,0.747475,0.838384,?,?,?,325.561755,142.420163,324.463952,142.322359,323.738299,353.879891,324.90226,342.760668,323.832098,163.97369,324.041129,27.899536,322.472959,329.614552,324.188955,17.047363,322.978948,145.120541,?,?,?,?,?,?,-173.716815,180,-172.716815,179,27,-20.716815,21,-14.716815,-156.716815,163,-286.716815,293,4,2.283185,-297.716815,304,-174.716815,181,?,?,?,?,?,?,0
G068X6I_1_1,v6,0,1,5,8,12,13,1,4,3,4,1,13,26.172505,31.064449,32.695565,36.055513,42.449971,45.177428,46.324939,50.209561,60.876925,65.764732,68.014704,69.526973,0.068627,0.101307,0.111111,0.130719,0.176471,0.196078,0.20915,0.248366,0.375817,0.428105,0.454248,0.480392,52.187581,186.045989,49.922834,51.781242,47.125723,45.267315,51.373705,30.232113,49.10633,72.247923,52.516553,4.37496,51.999244,14.857651,47.516296,162.657889,48.038648,86.180241,47.207666,331.349259,49.135428,65.277021,52.296054,343.154461,137,-130.716815,5,1.283185,1.283185,5,-11.716815,18,20,-13.716815,-38.716815,45,-27.716815,34,112,-105.716815,35,-28.716815,281,-274.716815,13,-6.716815,294,-287.716815,0
G069X7I_1_1,v6,0,0,0,0,2,4,0,0,0,2,2,4,61.773781,62.513998,77.006493,82.152298,92.444578,98.412398,104.120123,109.114619,114.284732,119.218287,127.581347,129.251692,0.427083,0.447917,0.625,0.6875,0.770833,0.833333,0.864583,0.890625,0.911458,0.947917,0.973958,0.979167,49.780513,249.922105,48.845138,71.986731,49.373302,70.514895,54.449142,63.30755,54.726158,76.584565,49.80124,254.942833,48.999072,84.140665,54.954161,89.812568,49.321806,87.463399,49.963208,53.104801,49.697435,71.839027,49.190843,102.332435,197,-190.716815,20,-13.716815,18,-11.716815,12,-5.716815,25,-18.716815,202,-195.716815,32,-25.716815,38,-31.716815,35,-28.716815,6.283185,6.283185,19,-12.716815,50,-43.716815,0
G070X2I_1_1,v6,1,2,4,7,8,11,1,2,3,1,3,10,12.041595,20.518285,40.706265,42.201896,51.662365,55.470713,57.45433,64.412732,77.252832,80.622577,80.808415,93.085982,0.00813,0.04065,0.243902,0.268293,0.361789,0.418699,0.471545,0.565041,0.752033,0.804878,0.808943,0.904472,308.131765,131.273358,306.467744,136.609336,307.773233,125.914826,309.097639,114.956046,309.684878,129.543286,308.265405,292.406997,307.836986,121.978578,308.373929,107.515522,309.229299,112.087706,307.411966,124.553559,307.075653,313.217246,308.901392,100.759799,-173.716815,180,-166.716815,173,-178.716815,185,-184.716815,191,-170.716815,177,-12.716815,19,-182.716815,189,-197.716815,204,-187.716815,194,-179.716815,186,3,3.283185,-198.716815,205,0
G071X2I_1_1,v6,0,0,2,4,4,8,0,2,2,0,4,8,32.280025,33.615473,45.122057,49.244289,75.239617,81.024688,86.579443,87.692645,95.015788,97.862148,107.912001,126.372465,0.185185,0.203704,0.32716,0.388889,0.725309,0.762346,0.830247,0.842593,0.87963,0.898148,0.925926,0.978395,296.99937,113.140962,300.388623,126.24703,298.511088,102.65268,300.920133,127.77854,298.697738,75.839331,298.906426,68.048018,298.171852,103.313444,299.056882,68.198474,297.758021,112.899614,299.481696,91.623289,299.290967,273.43256,298.519155,61.660747,-180.716815,187,-164.716815,171,-192.716815,199,-163.716815,170,-219.716815,226,-227.716815,234,-191.716815,198,-227.716815,234,-181.716815,188,-204.716815,211,-22.716815,29,-233.716815,240,0
G072X1I_1_1,v6,0,1,2,2,2,2,1,1,0,0,0,2,26,33.12099,140.470638,143.171226,151.58496,153.443801,198.979898,228.396585,266.011278,269.38634,276.278845,286.419273,0.106838,0.196581,0.858974,0.867521,0.895299,0.899573,0.965812,0.970085,0.976496,0.978632,0.980769,0.989316,36.429204,216.287611,34.354241,206.495834,32.205934,93.347527,31.765727,65.907319,31.963393,82.104986,31.854103,231.995696,37.858814,216.717221,37.855007,178.713414,32.320457,9.46205,32.145593,226.287185,32.384207,197.5258,32.268012,215.409605,183,-176.716815,169,-162.716815,58,-51.716815,31,-24.716815,47,-40.716815,197,-190.716815,182,-175.716815,144,-137.716815,-19.716815,26,191,-184.716815,162,-155.716815,180,-173.716815,1
G073X8I_1_1,v6,0,0,0,1,3,5,0,0,1,2,2,5,59.008474,72.111026,72.401657,82.87943,89.498603,96.260064,99.040396,100.801786,106.480045,110.145359,111.287915,111.570605,0.594017,0.760684,0.767094,0.807692,0.846154,0.861111,0.867521,0.876068,0.884615,0.888889,0.891026,0.893162,56.733762,58.875355,58.34311,67.484702,57.718763,80.860356,57.442455,87.584048,56.953663,69.095256,57.458124,100.599716,60.061743,47.920151,57.354363,102.495956,56.973182,79.114775,57.775222,94.916814,58.359559,250.501151,58.033937,70.17553,5.283185,1,6,0.283185,20,-13.716815,27,-20.716815,9,-2.716815,40,-33.716815,-2.716815,9,42,-35.716815,19,-12.716815,34,-27.716815,189,-182.716815,9,-2.716815,0
G074X3I_1_1,v6,0,0,1,2,2,3,0,1,1,0,1,3,35.355339,52.773099,75.66373,92.892411,105.042848,159.213693,162.975458,176.229963,187.114938,190.709203,?,?,0.066667,0.15,0.3,0.433333,0.5,0.8,0.833333,0.883333,0.941667,0.958333,?,?,202.000304,197.858712,204.828621,209.687028,202.653151,222.511558,203.179003,48.03741,203.40064,311.259047,203.884425,104.742832,203.620582,311.47899,203.480296,127.338703,203.246482,188.104889,203.975019,113.833426,?,?,?,?,5.283185,1,8,-1.716815,23,-16.716815,-145.716815,152,111,-104.716815,-89.716815,96,111,-104.716815,-66.716815,73,-5.716815,12,-80.716815,87,?,?,?,?,1
G075X3I_1_1,v6,0,1,2,4,7,10,1,1,2,3,3,10,22.203603,32.695565,48.918299,50.635956,64.078077,68.066144,74.027022,75.073298,86.023253,87.726849,92.779308,97.693398,0.044872,0.134615,0.275641,0.288462,0.461538,0.519231,0.589744,0.602564,0.708333,0.730769,0.785256,0.814103,8.993935,214.852342,6.878703,336.020296,9.571468,237.429876,8.699752,222.841345,10.02841,64.886818,8.814318,222.955911,9.758682,248.617089,9.587262,47.445669,7.264359,176.405952,9.281261,222.139669,10.299501,85.157908,10.029688,71.888096,209,-202.716815,326,-319.716815,231,-224.716815,211,-204.716815,58,-51.716815,211,-204.716815,242,-235.716815,41,-34.716815,166,-159.716815,216,-209.716815,78,-71.716815,65,-58.716815,0
G076X3I_1_1,v6,0,0,2,3,6,8,0,2,1,3,2,8,30.805844,44.14748,46.097722,61.587336,61.684682,63.285069,80.099938,83.761566,90.801982,92.84934,94.72592,99.362971,0.077236,0.207317,0.223577,0.369919,0.373984,0.394309,0.607724,0.650407,0.711382,0.731707,0.747967,0.784553,69.053227,87.911634,65.059114,58.200707,65.712443,237.854036,68.994688,99.853095,68.081818,86.940225,67.406957,61.265364,65.237653,18.379245,66.277027,27.41862,67.148809,30.007217,65.674117,205.81571,68.620388,107.478795,67.362573,37.220981,22,-15.716815,-3.716815,10,169,-162.716815,34,-27.716815,22,-15.716815,3.283185,3,-43.716815,50,-35.716815,42,-27.716815,34,137,-130.716815,42,-35.716815,-20.716815,27,0
G077X1I_1_1,v6,1,2,3,5,7,8,1,1,2,2,1,7,12.727922,24.738634,44.294469,52.801515,53.037722,72.111026,73.573093,86.833173,93.236259,118.406081,118.878089,134.093251,0.016667,0.038889,0.15,0.211111,0.216667,0.372222,0.377778,0.5,0.533333,0.722222,0.727778,0.816667,334.214602,135.073009,333.184225,146.042632,334.506059,119.364466,334.348923,328.207331,328.754533,311.896125,330.34311,319.484702,334.45725,137.315657,334.100348,312.958755,330.959002,341.100595,331.584748,186.726341,328.937308,129.078901,330.324907,131.4665,-189.716815,196,-177.716815,184,-205.716815,212,3.283185,3,-13.716815,20,-7.716815,14,-187.716815,194,-11.716815,18,7,-0.716815,-141.716815,148,-196.716815,203,-195.716815,202,1
